,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
240,PMC4333391,Regulation of the transcriptional program by DNA methylation during human αβ T-cell development,supp_gku1340_nar-00947-x-2014-File009.xls,Step_4b-SYMBOL,713,73,2.51,2.77e-13,7.45e-10
241,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc5.xlsx,SRRM2-Gene_ID,1187,102,2.11,2.78e-13,7.45e-10
242,PMC8479834,An Integrated Transcriptomics and Proteomics Analysis Implicates lncRNA MALAT1 in the Regulation of Lipid Metabolism,mmc2.xlsx,Differently_expressed_RNAs-ENSG,2376,166,1.71,2.81e-13,7.50e-10
243,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,2-gene,344,47,3.35,2.82e-13,7.50e-10
244,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_4f-Unnamed_4,2046,149,1.79,2.91e-13,7.71e-10
245,PMC3281071,RNA-seq Reveals Novel Transcriptome of Genes and Their Isoforms in Human Pulmonary Microvascular Endothelial Cells Treated with Thrombin,pone.0031229.s008.docx,0-Up-regulated_in_both_datasets_49,550,62,2.76,3.05e-13,8.06e-10
246,PMC8989655,Type I Interferon Transcriptional Network Regulates Expression of Coinhibitory Receptors in Human T cells,NIHMS1777806-supplement-Source_Data_Fig__2.xlsx,Figure_2a-Figure_2a,2086,151,1.78,3.09e-13,8.12e-10
247,PMC4769547,GATA3-dependent cellular reprogramming requires activation-domain dependent recruitment of a chromatin remodeler,13059_2016_897_MOESM2_ESM.xlsx,G3-gene,2479,171,1.69,3.22e-13,8.44e-10
248,PMC8607722,Single-cell transcriptome identifies molecular subtype of autism spectrum disorder impacted by de novo loss-of-function variants regulating glial cells,40246_2021_368_MOESM3_ESM.xlsx,DE-ACC-Unnamed_2,2165,155,1.76,3.29e-13,8.59e-10
249,PMC10299999,Age-associated B cells predict impaired humoral immunity after COVID-19 vaccination in patients receiving immune checkpoint blockade,41467_2023_38810_MOESM5_ESM.xlsx,Supplementary_Data_File_2-Unnamed_1,2342,164,1.72,3.42e-13,8.88e-10
250,PMC5227701,Mutant U2AF1-expressing cells are sensitive to pharmacological modulation of the spliceosome,ncomms14060-s3.xlsx,Mutually_Exclusive_Exon-Unnamed_1,2483,171,1.69,3.71e-13,9.60e-10
251,PMC5660143,A map of human circular RNAs in clinically relevant tissues,109_2017_1582_MOESM3_ESM.xlsx,platelets-gene,1676,129,1.89,3.82e-13,9.85e-10
252,PMC5946033,Deep Surveying of the Transcriptional and Alternative Splicing Signatures for Decidual CD8+ T Cells at the First Trimester of Human Healthy Pregnancy,Table_5.xlsx,Sheet1-geneSymbol,1621,126,1.91,3.86e-13,9.87e-10
253,PMC5946033,Deep Surveying of the Transcriptional and Alternative Splicing Signatures for Decidual CD8+ T Cells at the First Trimester of Human Healthy Pregnancy,Table_5.xlsx,Sheet1-GeneID,1621,126,1.91,3.86e-13,9.87e-10
254,PMC8408228,Small RNA sequencing evaluation of renal microRNA biomarkers in dogs with X-linked hereditary nephropathy,41598_2021_96870_MOESM5_ESM.xlsx,CPSS2_0_-_T1_up-Gene_Symbol,749,75,2.46,3.92e-13,9.98e-10
255,PMC5935738,LncRNA OIP5-AS1 is overexpressed in undifferentiated oral tumors and integrated analysis identifies as a downstream effector of stemness-associated transcription factors,41598_2018_25451_MOESM2_ESM.xlsx,Sheet1-Unnamed_11,1605,125,1.91,4.28e-13,1.08e-9
256,PMC8379183,Epigenetic control of melanoma cell invasiveness by the stem cell factor SALL4,41467_2021_25326_MOESM9_ESM.xlsx,SALL4_unique_peaks-Unnamed_15,2056,149,1.78,4.28e-13,1.08e-9
257,PMC7951561,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,mmc4.xlsx,blood_myeloid_blacklist-Gene_Symbol,1496,119,1.95,4.31e-13,1.09e-9
258,PMC10266353,HIV-1 activates oxidative phosphorylation in infected CD4 T cells in a human tonsil explant model,Table_2.csv,Unnamed_0,1965,144,1.80,5.16e-13,1.29e-9
259,PMC4667439,Functional classification of memory CD8+ T cells by CX3CR1 expression,ncomms9306-s2.xlsx,_vs_--Symbol,1591,124,1.91,5.17e-13,1.29e-9
260,PMC9679157,Non-coding transcriptomic profiles in the sheep mammary gland during different lactation periods,Table_4.XLS,circRNA_description-gene_name,1269,106,2.05,5.28e-13,1.31e-9
261,PMC6771106,Expression of microRNA in human retinal pigment epithelial cells following infection with Zaire ebolavirus,13104_2019_4671_MOESM5_ESM.xlsx,miRDB-Gene_Symbol,1537,121,1.93,5.34e-13,1.32e-9
262,PMC8607722,Single-cell transcriptome identifies molecular subtype of autism spectrum disorder impacted by de novo loss-of-function variants regulating glial cells,40246_2021_368_MOESM3_ESM.xlsx,DE-ACC-Unnamed_13,2495,171,1.68,5.64e-13,1.39e-9
263,PMC5263239,MLL-AF4 Spreading Identifies Binding Sites that Are Distinct from Super-Enhancers and that Govern Sensitivity to DOT1L Inhibition in Leukemia,mmc2.xls,KOPN-8_-_MLL-ENL-Non-spreading_targets_gene_names_1358_unique,1236,104,2.06,5.81e-13,1.43e-9
264,PMC8906552,"Circular RNAs exhibit limited evidence for translation, or translation regulation of the mRNA counterpart in terminal hematopoiesis",supp_078754.121_Supplemental_Table_S4.xlsx,riboCLR_Plt-Gene_name,1048,93,2.18,5.92e-13,1.45e-9
265,PMC4919605,Glycosylation is an Androgen-Regulated Process Essential for Prostate Cancer Cell Viability,mmc2.xlsx,Table_3-Unnamed_2,2279,160,1.72,6.03e-13,1.47e-9
266,PMC9460970,Microfluidic immuno-serology assay revealed a limited diversity of protection against COVID-19 in patients with altered immunity,media-2.xlsx,Heme_vs_Non-Heme_Recovery-Gene_symbol,1614,125,1.90,6.33e-13,1.54e-9
267,PMC7831653,Neurological Manifestations of COVID-19 Feature T Cell Exhaustion and Dedifferentiated Monocytes in Cerebrospinal Fluid,mmc5.xlsx,Marker_genes_T_subclusters-gene,2381,165,1.70,6.80e-13,1.64e-9
268,PMC5893535,ATAC-Seq analysis reveals a widespread decrease of chromatin accessibility in age-related macular degeneration,41467_2018_3856_MOESM8_ESM.xlsx,Retina_DARs-Unnamed_4,1671,128,1.88,6.80e-13,1.64e-9
269,PMC7468443,Changes in H3K27ac at Gene Regulatory Regions in Porcine Alveolar Macrophages Following LPS or PolyIC Exposure,Data_Sheet_8.xlsx,27AC_POL2H_vs_C2H-Unnamed_10,1840,137,1.83,7.03e-13,1.69e-9
270,PMC3540863,Silencing of enzymes involved in ceramide biosynthesis causes distinct global alterations of lipid homeostasis and gene expression,supp_M020941_jlr.M020941,3.xlsx-1_5-FOLD_Annotation-Unnamed_24,2264,159,1.72,7.14e-13,1.71e-9
271,PMC9001660,Single-cell characterization of leukemic and non-leukemic immune repertoires in CD8+ T-cell large granular lymphocytic leukemia,41467_2022_29173_MOESM5_ESM.xlsx,Fig_1c_cluster_DEGs-gene,1710,130,1.86,7.37e-13,1.76e-9
272,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S8-Unnamed_3,1994,145,1.78,7.58e-13,1.80e-9
273,PMC8566601,Gain-of-function cardiomyopathic mutations in RBM20 rewire splicing regulation and re-distribute ribonucleoprotein granules within processing bodies,41467_2021_26623_MOESM9_ESM.xlsx,Supp_Data_2-Unnamed_8,2425,167,1.69,7.91e-13,1.88e-9
274,PMC9763233,Single-cell RNA sequencing reveals intrahepatic and peripheral immune characteristics related to disease phases in HBV-infected patients,gutjnl-2021-325915supp004.xlsx,B-gene,2209,156,1.73,8.19e-13,1.93e-9
275,PMC3540863,Silencing of enzymes involved in ceramide biosynthesis causes distinct global alterations of lipid homeostasis and gene expression,supp_M020941_jlr.M020941,3.xlsx-1_5-FOLD_Annotation-Unnamed_1,2268,159,1.72,8.25e-13,1.94e-9
276,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD4_Naive-Gene_symbol,1584,123,1.90,8.48e-13,1.99e-9
277,PMC8488223,Chemical Inhibition of Apurinic-Apyrimidinic Endonuclease 1 Redox and DNA Repair Functions Affects the Inflammatory Response via Different but Overlapping Mechanisms,Table_2.XLSX,Up_E3330_Fold_2-Ensembl,2134,152,1.75,9.13e-13,2.13e-9
278,PMC8521678,Single-cell profiling reveals the importance of CXCL13/CXCR5 axis biology in lymphocyte-rich classic Hodgkin lymphoma,pnas.2105822118.sd01.xlsx,all_clusters-Gene,1754,132,1.85,9.73e-13,2.26e-9
279,PMC9355403,Potential of ATP5MG to Treat Metabolic Syndrome-Associated Cardiovascular Diseases,Table_1.XLSX,newAll-Gene_symbol,1317,108,2.01,9.87e-13,2.29e-9
280,PMC7892573,Non-CG methylation and multiple histone profiles associate child abuse with immune and small GTPase dysregulation,41467_2021_21365_MOESM5_ESM.xlsx,Supplementary_Data_2-Unnamed_11,2372,164,1.70,9.97e-13,2.30e-9
281,PMC4699913,Phosphoproteomic Profiling Reveals Epstein-Barr Virus Protein Kinase Integration of DNA Damage Response and Mitotic Signaling,ppat.1005346.s006.xlsx,All_phosphosites_quantified-Gene_symbol,2454,168,1.68,1.08e-12,2.50e-9
282,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-19.xlsx,up_3-feature,656,68,2.54,1.10e-12,2.52e-9
283,PMC7176434,Linking indirect effects of cytomegalovirus in transplantation to modulation of monocyte innate immune function,aax9856_Table_S9.xlsx,up_-_CT00B-feature,2395,165,1.69,1.11e-12,2.55e-9
284,PMC6085761,Homeobox oncogene activation by pan-cancer DNA hypermethylation,13059_2018_1492_MOESM5_ESM.xls,Gene_list-Conserved_cUMRs_genes,877,82,2.29,1.12e-12,2.55e-9
285,PMC5973936,Profiling and functional analysis of circular RNAs in acute promyelocytic leukemia and their dynamic regulation during all-trans retinoic acid treatment,41419_2018_699_MOESM6_ESM.xlsx,Sheet1-Unnamed_2,2218,156,1.72,1.14e-12,2.58e-9
286,PMC10266353,HIV-1 activates oxidative phosphorylation in infected CD4 T cells in a human tonsil explant model,Table_7.csv,Unnamed_0,2396,165,1.69,1.15e-12,2.61e-9
287,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Unnamed_7,1665,127,1.87,1.16e-12,2.61e-9
288,PMC1590031,Development and validation of a bovine macrophage specific cDNA microarray,1471-2164-7-224-S1.xls,BoMP_microarray-Unnamed_6,2161,153,1.74,1.21e-12,2.70e-9
289,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,B-DEG-Supplementary_Data_4_Seurat_based_clustering_of_all_peripheral_lymphoid_cells_analyzed_by_scRNA-seq,1666,127,1.87,1.21e-12,2.70e-9
290,PMC8692249,Single-Cell Transcriptome Analysis Reveals RGS1 as a New Marker and Promoting Factor for T-Cell Exhaustion in Multiple Cancers,DataSheet_2.xlsx,CRC_CD8-gene,2107,150,1.75,1.42e-12,3.16e-9
291,PMC4411297,APOBEC3A cytidine deaminase induces RNA editing in monocytes and macrophages,ncomms7881-s2.xls,Hypoxia_treatment-GeneName,706,71,2.47,1.43e-12,3.19e-9
292,PMC9209506,Single-cell RNA sequencing of subcutaneous adipose tissues identifies therapeutic targets for cancer-associated lymphedema,41421_2022_402_MOESM11_ESM.xlsx,Step2_regulonTargetsInfo-Unnamed_1,1272,105,2.02,1.45e-12,3.21e-9
293,PMC9356015,Altered gene expression profiles impair the nervous system development in individuals with 15q13.3 microdeletion,41598_2022_17604_MOESM2_ESM.xlsx,DE_individuals-Ensemble_ID,2206,155,1.72,1.50e-12,3.31e-9
294,PMC5203708,Comparison of a teratogenic transcriptome-based predictive test based on human embryonic versus inducible pluripotent stem cells,13287_2016_449_MOESM2_ESM.xlsx,Suppl_Table6-Unnamed_5,1955,142,1.78,1.55e-12,3.40e-9
295,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,Figure_S1-h-GeneSymbol,1635,125,1.87,1.56e-12,3.41e-9
296,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_4,1841,136,1.81,1.56e-12,3.41e-9
297,PMC5355239,The role of miR-17-92 in the miRegulatory landscape of Ewing sarcoma,oncotarget-08-10980-s004.xlsx,2331intGenes_MSigDb_miRs-Unnamed_1,2110,150,1.74,1.58e-12,3.45e-9
298,PMC6203889,Malaria systems immunology: Plasmodium vivax induces tolerance during primary infection through dysregulation of neutrophils and dendritic cells,mmc5.xlsx,Sheet1-Unnamed_5,68,20,7.21,1.60e-12,3.47e-9
299,PMC8546971,Dual RNA Sequencing Meta-analysis in Plasmodium Infection Identifies Host-Parasite Interactions,msystems.00182,21-st007.xlsx-Immune_gene_markers_from_Vallej-Unnamed_5,68,20,7.21,1.60e-12,3.47e-9
300,PMC8822299,The independent prognostic value of global epigenetic alterations: An analysis of single-cell ATAC-seq of circulating leukocytes from trauma patients followed by validation in whole blood leukocyte transcriptomes across three etiologies of critical illness,mmc7.xlsx,GeneClusters-Trauma_GC2,1508,118,1.92,1.67e-12,3.59e-9
301,PMC9356015,Altered gene expression profiles impair the nervous system development in individuals with 15q13.3 microdeletion,41598_2022_17604_MOESM2_ESM.xlsx,DE_individuals-symbol,2209,155,1.72,1.67e-12,3.59e-9
302,PMC9813260,A Bayesian model for unsupervised detection of RNA splicing based subtypes in cancers,41467_2022_35369_MOESM8_ESM.xlsx,Background_0-Gene,1693,128,1.85,1.71e-12,3.67e-9
303,PMC7612139,Autocrine Vitamin D-signaling switches off pro-inflammatory programs of Th1 cells,EMS137571-supplement-Table_S4.xlsx,Table_S4B-Unnamed_3,1787,133,1.83,1.74e-12,3.71e-9
304,PMC7111521,"Genome-wide, integrative analysis of circular RNA dysregulation and the corresponding circular RNA-microRNA-mRNA regulatory axes in autism",supp_gr.255463.119_Supplemental_Table_S4_targets_of_58miRNAs_new.xlsx,21novel_miRNAs_vs_targets-ENSG_ID,1455,115,1.94,1.78e-12,3.78e-9
305,PMC7111521,"Genome-wide, integrative analysis of circular RNA dysregulation and the corresponding circular RNA-microRNA-mRNA regulatory axes in autism",supp_gr.255463.119_Supplemental_Table_S4_targets_of_58miRNAs_new.xlsx,21novel_miRNAs_vs_targets-Gene_Symbol,1455,115,1.94,1.78e-12,3.78e-9
306,PMC9915747,An integrated map of cell type-specific gene expression in pancreatic islets,media-1.xlsx,ST6_T1D_Differential_Expression-Unnamed_1,1583,122,1.89,1.80e-12,3.80e-9
307,PMC7076158,Circular RNA-Expression Profiling Reveals a Potential Role of Hsa_circ_0097435 in Heart Failure via Sponging Multiple MicroRNAs,Table_1.XLS,T09_CIRI_Predict-Symbol,2429,166,1.68,1.81e-12,3.82e-9
308,PMC10245807,Small extracellular vesicles but not microvesicles from Opisthorchis viverrini promote cell proliferation in human cholangiocytes,media-9.xlsx,GENE_all-Unnamed_41,1864,137,1.80,1.83e-12,3.85e-9
309,PMC8334369,Coordinated Expressional Landscape of the Human Placental miRNome and Transcriptome,Table_1.xlsx,S27_Expression_correlation-Unnamed_27,2153,152,1.73,1.84e-12,3.85e-9
310,PMC3610249,Differential miRNA expression profiles in proliferating or differentiated keratinocytes in response to gamma irradiation,1471-2164-14-184-S4.xls,miR-200b-3p_targets-SEC23A,2470,168,1.67,1.88e-12,3.92e-9
311,PMC8626492,Curcumin derivative ST09 modulates the miR-199a-5p/DDR1 axis and regulates proliferation and migration in ovarian cancer cells,41598_2021_2454_MOESM2_ESM.xlsx,PA1_genelist_reverted_to_normal-PA1_upregulated,821,78,2.33,1.90e-12,3.95e-9
312,PMC7326039,Back-Splicing Transcript Isoforms (Circular RNAs) Affect Biologically Relevant Pathways and Offer an Additional Layer of Information to Stratify NMIBC Patients,Table_1.XLSX,Total_circRNAs_DCC-Gene,2332,161,1.69,1.97e-12,4.09e-9
313,PMC5466981,Distinct Transcriptional and Alternative Splicing Signatures of Decidual CD4+ T Cells in Early Human Pregnancy,Data_Sheet_2.xlsx,Differentially_expressed_SE-geneSymbol,2395,164,1.68,2.22e-12,4.56e-9
314,PMC5466981,Distinct Transcriptional and Alternative Splicing Signatures of Decidual CD4+ T Cells in Early Human Pregnancy,Data_Sheet_2.xlsx,Differentially_expressed_SE-GeneID,2395,164,1.68,2.22e-12,4.56e-9
315,PMC10083368,"The genomic landscape of ANCA-associated vasculitis: Distinct transcriptional signatures, molecular endotypes and comparison with systemic lupus erythematosus",Table_2.xlsx,Sheet_1-Gene_name,1662,126,1.86,2.22e-12,4.56e-9
316,PMC3607232,RUNX1 Is a Key Target in t(4;11) Leukemias that Contributes to Gene Activation through an AF4-MLL Complex Interaction,mmc3.xlsx,a_RUNX1_SEM_MLLN_AF4C_H3K79Me-x,2139,151,1.73,2.25e-12,4.59e-9
317,PMC3607232,RUNX1 Is a Key Target in t(4;11) Leukemias that Contributes to Gene Activation through an AF4-MLL Complex Interaction,mmc1.xls,MLLN_AF4_K79me2_SEM-x_1,2139,151,1.73,2.25e-12,4.59e-9
318,PMC10030784,Establishing a prediction model of severe acute mountain sickness using machine learning of support vector machine recursive feature elimination,41598_2023_31797_MOESM3_ESM.xls,Table_S2-Unnamed_1,1644,125,1.86,2.27e-12,4.63e-9
319,PMC8334369,Coordinated Expressional Landscape of the Human Placental miRNome and Transcriptome,Table_1.xlsx,S27_Expression_correlation-Unnamed_28,2159,152,1.73,2.29e-12,4.63e-9
320,PMC10028295,Tissue specific imprinting on innate lymphoid cells during homeostasis and disease process revealed by integrative inference of single-cell transcriptomics,Table_2.xlsx,ILC1_c1-Supplementary_Table2_Differentially_expressed_genes_across_the_14_ILC_clusters,193,33,4.19,2.29e-12,4.63e-9
321,PMC7052364,A Comprehensive Analysis Identified the Key Differentially Expressed Circular Ribonucleic Acids and Methylation-Related Function in Pheochromocytomas and Paragangliomas,Table_1.xlsx,Sheet1-source_gene_name,2277,158,1.70,2.30e-12,4.63e-9
322,PMC9758763,Tracking the clonal dynamics of SARS-CoV-2-specific T cells in children and adults with mild/asymptomatic COVID-19,mmc8.xlsx,T_cell_markers_res_0_65-gene,1074,93,2.12,2.40e-12,4.83e-9
323,PMC9813260,A Bayesian model for unsupervised detection of RNA splicing based subtypes in cancers,41467_2022_35369_MOESM8_ESM.xlsx,Background_4-Gene,1480,116,1.92,2.42e-12,4.84e-9
324,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,d_DE_markers_astrocyte-Unnamed_0,1499,117,1.91,2.50e-12,4.98e-9
325,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,d_DE_markers_astrocyte-gene_symbol,1499,117,1.91,2.50e-12,4.98e-9
326,PMC2885365,Analysis of microRNA transcriptome by deep sequencing of small RNA libraries of peripheral blood,1471-2164-11-288-S10.XLS,Downregulated_HL60-Gene_Symbol,1007,89,2.17,2.51e-12,4.98e-9
327,PMC6687507,A Human Liver Cell Atlas reveals Heterogeneity and Epithelial Progenitors,EMS83302-supplement-Suppl_Data_Table_1.xls,Cluster_3-GeneSymbol,2499,169,1.66,2.54e-12,5.02e-9
328,PMC9813260,A Bayesian model for unsupervised detection of RNA splicing based subtypes in cancers,41467_2022_35369_MOESM8_ESM.xlsx,Background_1-Gene,1629,124,1.87,2.64e-12,5.21e-9
329,PMC8814034,Myeloid cell interferon responses correlate with clearance of SARS-CoV-2,41467_2022_28315_MOESM5_ESM.xlsx,Supplementary_data_2-gene,2382,163,1.68,2.81e-12,5.54e-9
330,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_S7d-Unnamed_16,2029,145,1.75,2.86e-12,5.61e-9
331,PMC6726437,The immune cell landscape in kidneys of patients with lupus nephritis,NIHMS1526529-supplement-Supplementary_Table_5.xlsx,Cluster_CT0a-gene,1129,96,2.09,2.89e-12,5.65e-9
332,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,20_T-cell_subsets-gene_name_CD4_C3_SLC2A3,477,55,2.83,2.93e-12,5.72e-9
333,PMC4987348,Aberration of miRNAs Expression in Leukocytes from Sporadic Amyotrophic Lateral Sclerosis,Table1.XLSX,miRNAs-target_gens-gene,2245,156,1.70,2.99e-12,5.81e-9
334,PMC5765118,Splicing of platelet resident pre-mRNAs upon activation by physiological stimuli results in functionally relevant proteome modifications,41598_2017_18985_MOESM4_ESM.xlsx,S3A_IR_in_CTRL-Unnamed_3,2147,151,1.72,3.01e-12,5.83e-9
335,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_S7d-Unnamed_20,1973,142,1.76,3.07e-12,5.93e-9
336,PMC10083368,"The genomic landscape of ANCA-associated vasculitis: Distinct transcriptional signatures, molecular endotypes and comparison with systemic lupus erythematosus",Table_2.xlsx,Sheet_1-Gene_stable_ID,1670,126,1.85,3.09e-12,5.96e-9
337,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Maternal_Naive_CD8_T_Cells-Gene,625,65,2.55,3.11e-12,5.98e-9
338,PMC7362484,ASXL3 bridges BRD4 to BAP1 complex and governs enhancer activity in small cell lung cancer,13073_2020_760_MOESM7_ESM.xlsx,Genes_regulated_by_BAP1-DACT2,1709,128,1.84,3.30e-12,6.33e-9
339,PMC5747502,Fundamental properties of the mammalian innate immune system revealed by multispecies comparison of type I interferon responses,pbio.2004086.s012.xlsx,FigS3A_S3C-Gene_names,1673,126,1.85,3.50e-12,6.68e-9
340,PMC7186229,Single-cell RNA sequencing reveals the heterogeneity of liver-resident immune cells in human,41421_2020_157_MOESM2_ESM.xlsx,S3-NK_T_DEG-gene,1636,124,1.86,3.53e-12,6.73e-9
341,PMC6472965,Transcriptome networks identify mechanisms of viral and nonviral asthma exacerbations in children,41590_2019_347_MOESM3_ESM.xlsx,ENSG_IDs-m2_n,508,57,2.75,3.54e-12,6.73e-9
342,PMC5472832,A Kinase-Independent Role for Cyclin-Dependent Kinase 19 in p53 Response,MCB.00626,16_zmb999101512sd3.xlsx-shCDK19_5FU_vs_shCDK19_DMSO-Unnamed_7,800,76,2.33,3.77e-12,7.13e-9
343,PMC5844691,The transcription factors Runx3 and ThPOK cross-regulate acquisition of cytotoxic function by human Th1 lymphocytes,elife-30496-supp1.xls,All_GeneLists-Unnamed_8,643,66,2.52,3.78e-12,7.13e-9
344,PMC6472965,Transcriptome networks identify mechanisms of viral and nonviral asthma exacerbations in children,41590_2019_347_MOESM3_ESM.xlsx,Gene_symbols-m2_n,509,57,2.75,3.84e-12,7.23e-9
345,PMC4617279,Identification and Characterization of Circular RNAs As a New Class of Putative Biomarkers in Human Blood,pone.0141214.s010.xls,circRNA_linear_RNA_expression-gene_symbol,2432,165,1.66,3.96e-12,7.44e-9
346,PMC10121712,Single-nucleus RNA-sequencing of autosomal dominant Alzheimer disease and risk variant carriers,41467_2023_37437_MOESM11_ESM.xlsx,Microglia_1_4-Unnamed_0,1808,133,1.80,4.00e-12,7.49e-9
347,PMC3141058,Evidence for the Complexity of MicroRNA-Mediated Regulation in Ovarian Cancer: A Systems Approach,pone.0022508.s014.xls,miR128tfx_HEY-Gene_Symbol,2175,152,1.71,4.07e-12,7.59e-9
348,PMC10582072,Single-cell transcriptomic analysis reveals a systemic immune dysregulation in COVID-19-associated pediatric encephalopathy,41392_2023_1641_MOESM6_ESM.xls,Sheet_2-names,539,59,2.68,4.09e-12,7.61e-9
349,PMC4647460,Global analysis of physical and functional RNA targets of hnRNP L reveals distinct sequence and epigenetic features of repressed and enhanced exons,supp_052969.115_Table_S2.xlsx,RASL-Seq_data-gene_symbol,2195,153,1.71,4.12e-12,7.64e-9
350,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s016.xlsx,7j_Tiger-Unnamed_1,2335,160,1.68,4.36e-12,8.06e-9
351,PMC7137433,Exploring the roles of fecundity-related long non-coding RNAs and mRNAs in the adrenal glands of small-tailed Han Sheep,12863_2020_850_MOESM2_ESM.xlsx,mRNA-Unnamed_14,1605,122,1.86,4.56e-12,8.42e-9
352,PMC5765118,Splicing of platelet resident pre-mRNAs upon activation by physiological stimuli results in functionally relevant proteome modifications,41598_2017_18985_MOESM4_ESM.xlsx,S3A_IR_in_CTRL-Unnamed_4,2159,151,1.72,4.63e-12,8.51e-9
353,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,e_DE_markers_oligodendrocyte-gene_symbol,1174,98,2.05,4.84e-12,8.86e-9
354,PMC9709106,Brain single cell transcriptomic profiles in episodic memory phenotypes associated with temporal lobe epilepsy,41525_2022_339_MOESM2_ESM.xlsx,e_DE_markers_oligodendrocyte-Unnamed_0,1174,98,2.05,4.84e-12,8.86e-9
355,PMC7196896,Heightened Innate Immune Responses in the Respiratory Tract of COVID-19 Patients,mmc4.xlsx,Sheet1-Table_S4_Presence_of_up-regulated_ISGs_in_SRAS-CoV-2_and_other_virus_infections,602,63,2.57,5.25e-12,9.58e-9
356,PMC9004053,Identification of circRNA-associated ceRNA networks using longissimus thoracis of pigs of different breeds and growth stages,12864_2022_8515_MOESM10_ESM.xlsx,E_MapSplice-Unnamed_4,1665,125,1.84,5.41e-12,9.85e-9
357,PMC9012444,SLAMF8 Participates in Acute Renal Transplant Rejection via TLR4 Pathway on Pro-Inflammatory Macrophages,Table_1.xlsx,suppl_table1-Gene,1517,117,1.89,5.46e-12,9.90e-9
358,PMC6859474,Activation and In Vivo Evolution of the MAIT Cell Transcriptome in Mice and Humans Reveals Tissue Repair Functionality,mmc4.xlsx,Table_S3_All_DEG-Human_1,856,79,2.26,5.87e-12,1.06e-8
359,PMC8641245,Exploring cell-specific miRNA regulation with single-cell miRNA-mRNA co-sequencing data,12859_2021_4498_MOESM3_ESM.xlsx,miR-17-92_family_targets-Unnamed_4,1556,119,1.88,5.99e-12,1.08e-8
360,PMC7523134,Immune transcriptomes of highly exposed SARSCoV-2 asymptomatic seropositive versus seronegative individuals from the Ischgl community,SupplementaryTable5RNAseqGroupAvs118.xlsx,downregulated_genes-List_of_downregulated_genes_cutoff_5_value_and_1_of_log2FoldChange,1356,108,1.95,6.10e-12,1.09e-8
361,PMC7895922,Immune transcriptomes of highly exposed SARS-CoV-2 asymptomatic seropositive versus seronegative individuals from the Ischgl community,41598_2021_83110_MOESM6_ESM.xlsx,downregulated_genes-List_of_downregulated_genes_cutoff_5_value_and_1_of_log2FoldChange,1356,108,1.95,6.10e-12,1.09e-8
