,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
239,PMC6726437,The immune cell landscape in kidneys of patients with lupus nephritis,NIHMS1526529-supplement-Supplementary_Table_5.xlsx,Cluster_CT0a-gene,1129,137,2.61,2.89e-26,7.82e-23
240,PMC9065417,Accurate Machine Learning Model to Diagnose Chronic Autoimmune Diseases Utilizing Information From B Cells and Monocytes,Table_1.xlsx,T_cells_DEG-Unnamed_7,770,109,3.04,2.93e-26,7.90e-23
241,PMC8626557,Neoadjuvant PD-1 blockade induces T cell and cDC1 activation but fails to overcome the immunosuppressive tumor associated macrophages in recurrent glioblastoma,41467_2021_26940_MOESM7_ESM.xlsx,A-Markers-Supplementary_Data_4_Seurat_based_clustering_of_all_peripheral_lymphoid_cells_analyzed_by_scRNA-seq,1522,165,2.33,3.00e-26,8.06e-23
242,PMC10559128,Development of a CD8+ T cell-based molecular classification for predicting prognosis and heterogeneity in triple-negative breast cancer by integrated analysis of single-cell and bulk RNA-sequencing,mmc1.xls,supplement_table_1-differentially_expressed_genes_between_CD8_T_cells_and_no_CD8_T_cells,984,126,2.75,3.02e-26,8.08e-23
243,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc3.xlsx,T-NK_cells-Gene_ID,1198,142,2.55,3.19e-26,8.49e-23
244,PMC9755963,Single-Cell Analysis Reveals a CD4+ T-cell Cluster That Correlates with PD-1 Blockade Efficacy,can-22-0112_table_s2_s4_s5_s6_and_s7_suppst2-st77.xlsx,Table_S5-Supplementary_Table_5,1132,137,2.60,3.75e-26,9.95e-23
245,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_2.xlsx,DEGs_CD8__TEMRA-CD8_TEMRA_cells,2025,198,2.10,4.16e-26,1.10e-22
246,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,12-gene,318,67,4.53,4.28e-26,1.13e-22
247,PMC9396248,Intestinal single-cell atlas reveals novel lymphocytes in pigs with similarities to human cells,LSA-2022-01442_TableS8.xlsx,annot_DGE-gene,1675,175,2.25,4.52e-26,1.19e-22
248,PMC10236154,Single-Cell RNA Sequencing Unifies Developmental Programs of Esophageal and Gastric Intestinal Metaplasia,cd-22-0824_supplementary_table_s2_suppst2.xlsx,29-GeneName,714,104,3.13,4.65e-26,1.21e-22
249,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM14_ESM.xlsx,EC_vs_Nor-SYMBOL,811,112,2.97,4.66e-26,1.21e-22
250,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_7,1919,191,2.14,4.93e-26,1.28e-22
251,PMC9162783,Identification of TCR repertoires in asymptomatic COVID-19 patients by single-cell T-cell receptor sequencing,mmc2.xlsx,1-gene,1165,139,2.56,6.24e-26,1.61e-22
252,PMC9770566,Single cell multi-omic reference atlases of non-human primate immune tissues reveals CD102 as a biomarker for long-lived plasma cells,42003_2022_4216_MOESM8_ESM.xlsx,RNA-feature,1816,184,2.18,6.51e-26,1.67e-22
253,PMC4942934,Whole-genome transcription and DNA methylation analysis of peripheral blood mononuclear cells identified aberrant gene regulation pathways in systemic lupus erythematosus,13075_2016_1050_MOESM2_ESM.xlsx,550_common_down_gene_list-Data_Supplement_S2-1,524,87,3.57,7.72e-26,1.97e-22
254,PMC7923532,Blinatumomab-induced T cell activation at single cell transcriptome resolution,12864_2021_7435_MOESM5_ESM.xlsx,Sheet1-Table_S4_Signature_marker_genes_in_each_T_cluster_in_patient_samples,1536,165,2.31,8.35e-26,2.13e-22
255,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-2.xls,Pred_Genes_Resting_not_Arrest-predicted_linked_genes,1838,185,2.16,1.01e-25,2.57e-22
256,PMC9719934,Immune response and homeostasis mechanism following administration of BBIBP-CorV SARS-CoV-2 inactivated vaccine,mmc5.xlsx,GZMH_Cyto_T-Table_S3_Different_Expression_Genes_Between_Day0_and_Other_Time_Points_in_T_cell_Subsets_Related_to_Figure_3,869,116,2.87,1.08e-25,2.72e-22
257,PMC4667439,Functional classification of memory CD8+ T cells by CX3CR1 expression,ncomms9306-s2.xlsx,vs_--Symbol,1794,182,2.18,1.14e-25,2.86e-22
258,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM5_ESM.xlsx,LNC_vs_EC_gain_enhancer-SYMBOL,1704,176,2.22,1.19e-25,2.98e-22
259,PMC10551666,Dual Immune Checkpoint Blockade Induces Analogous Alterations in the Dysfunctional CD8+ T-cell and Activated Treg Compartment,cd-22-0851_supp8.xlsx,Table_S8-Unnamed_5,2121,203,2.06,1.21e-25,3.02e-22
260,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-Unnamed_0,2122,203,2.06,1.28e-25,3.18e-22
261,PMC10356953,A spatially anchored transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,41467_2023_38975_MOESM4_ESM.xlsx,Suppl_Fig_11C_DEG_IMM-genes,2122,203,2.06,1.28e-25,3.18e-22
262,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_41-Natural_Killer,539,88,3.51,1.34e-25,3.31e-22
263,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,Wilcox_nk-Unnamed_0,1399,155,2.38,1.47e-25,3.55e-22
264,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,Ttest_nk-Unnamed_0,1399,155,2.38,1.47e-25,3.55e-22
265,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,MAST_nk-Unnamed_0,1399,155,2.38,1.47e-25,3.55e-22
266,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,ROC_nk-Unnamed_0,1399,155,2.38,1.47e-25,3.55e-22
267,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM4_ESM.xlsx,LR_nk-Unnamed_0,1399,155,2.38,1.47e-25,3.55e-22
268,PMC10102512,Uncovering a novel role of focal adhesion and interferon-gamma in cellular rejection of kidney allografts at single cell resolution,Table_4.xlsx,Tcells_BorderlinevsTCMR-gene,1984,194,2.10,1.59e-25,3.84e-22
269,PMC9927364,Galectin-9 Facilitates Epstein-Barr Virus Latent Infection and Lymphomagenesis in Human B Cells,spectrum.04932,22-s0002.xlsx-cluster8-Unnamed_0,823,112,2.92,1.64e-25,3.94e-22
270,PMC8548832,Immune Response in Severe and Non-Severe Coronavirus Disease 2019 (COVID-19) Infection: A Mechanistic Landscape,DataSheet_2.xlsx,S16_NKClusterMar-Table_S16_This_table_identifies_the_cluster_markers_identified_within_NK_cells_subsets,963,123,2.75,1.65e-25,3.96e-22
271,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S41-Table_S41,1415,156,2.37,1.66e-25,3.97e-22
272,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_36_SS2-CD8_Memory_Effector_T,2206,208,2.03,1.67e-25,3.97e-22
273,PMC7723295,Single-cell RNA sequencing of human breast tumour-infiltrating immune cells reveals a γδ T-cell subtype associated with good clinical outcome,LSA-2020-00680_TableS5.xlsx,TableS5_BRCA_gdTsubtype_markers-Table_S5_Differentially_expressed_genes_between_breast_tumour_infiltrating_γδ-T_subtypes,434,78,3.86,1.73e-25,4.10e-22
274,PMC9169737,Cellular and transcriptional diversity over the course of human lactation,pnas.2121720119.sd06.xlsx,LC1-Supplemental_Dataset_6,1770,180,2.19,1.74e-25,4.10e-22
275,PMC6687507,A Human Liver Cell Atlas reveals Heterogeneity and Epithelial Progenitors,EMS83302-supplement-Suppl_Data_Table_1.xls,Cluster_14-GeneSymbol,2418,221,1.96,1.83e-25,4.30e-22
276,PMC10545891,Unravelling the role of immune cells and FN1 in the recurrence and therapeutic process of skull base chordoma,CTM2-13-e1429-s002.xls,Table_S4-Unnamed_0,1982,192,2.10,2.64e-25,6.20e-22
277,PMC10522422,Super Enhancer Regulatory Gene FYB1 Promotes the Progression of T Cell Acute Lymphoblastic Leukemia by Activating IGLL1,3804605.f1.xlsx,ALL-SIL-CLOSEST_GENE,589,92,3.36,2.67e-25,6.24e-22
278,PMC7923532,Blinatumomab-induced T cell activation at single cell transcriptome resolution,12864_2021_7435_MOESM2_ESM.xlsx,Sheet2-Table_S2_Signature_marker_genes_in_each_Tcell_sub_cluster_in_ex_vivo_model_samples,1701,175,2.21,2.69e-25,6.25e-22
279,PMC4942934,Whole-genome transcription and DNA methylation analysis of peripheral blood mononuclear cells identified aberrant gene regulation pathways in systemic lupus erythematosus,13075_2016_1050_MOESM2_ESM.xlsx,downreg_gene_NC_vs_SLE_LN-Data_Supplement_2-4,969,123,2.73,2.90e-25,6.73e-22
280,PMC8851354,FUS-DDIT3 Fusion Oncoprotein Expression Affects JAK-STAT Signaling in Myxoid Liposarcoma,Table_6.xlsx,STAT3-bound_genes_GM12878-Supplementary_Table_6_STAT3-bound_unique_genes_in_GM12878_cells,1765,179,2.18,3.40e-25,7.87e-22
281,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,20_T-cell_subsets-gene_name_CD8_C5_TOB1,481,82,3.66,3.62e-25,8.33e-22
282,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML10-OVERLAP_GENES,869,115,2.84,3.81e-25,8.75e-22
283,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM5_ESM.xlsx,Super_enhancers_in_T-ALL4-CLOSEST_GENE,419,76,3.90,4.11e-25,9.40e-22
284,PMC8546983,Systems Biology behind Immunoprotection of Both Sheep and Goats after Sungri/96 PPRV Vaccination,msystems.00820,20-sd001.xls-CD8_OA-Genes,1576,166,2.26,5.06e-25,1.15e-21
285,PMC5842026,Transcriptional Repressor HIC1 Contributes to Suppressive Function of Human Induced Regulatory T Cells,mmc2.xlsx,DE_genes-Unnamed_1,2306,213,1.99,5.14e-25,1.17e-21
286,PMC8377244,Landscape and Dynamics of the Transcriptional Regulatory Network During Natural Killer Cell Differentiation,mmc12.xlsx,TBX21_binding_gene-Table_S2_List_of_genes_with_promoters_bound_by_TFs_TBX21_FOSL2_or_EGR2_at_different_stages_of_NK_cell_development,1681,173,2.21,5.30e-25,1.20e-21
287,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S6-Unnamed_5,2150,203,2.03,6.81e-25,1.54e-21
288,PMC9510055,Evidence of premature lymphocyte aging in people with low anti-spike antibody levels after BNT162b2 vaccination,mmc4.xlsx,Table_S3_1_CD4_DEGs-Supplemental_Table_3_1_related_to_Figure_4_Differentially_expressed_genes_in_CD4_cells_between_low_responders_versus_control,1522,162,2.29,7.16e-25,1.61e-21
289,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Fetal_GZMK_Natural_Killer-Gene,382,72,4.05,7.19e-25,1.61e-21
290,PMC10243127,Nasal administration of anti-CD3 mAb (Foralumab) downregulates NKG7 and increases TGFB1 and GIMAP7 expression in T cells in subjects with COVID-19,pnas.2220272120.sd06.xlsx,Sheet1-Unnamed_7,901,117,2.79,7.21e-25,1.61e-21
291,PMC10162941,Epigenomic mapping identifies an enhancer repertoire that regulates cell identity in bladder cancer through distinct transcription factor networks,41388_2023_2662_MOESM12_ESM.xlsx,Table_S3-Unnamed_8,2495,224,1.93,8.39e-25,1.87e-21
292,PMC9063233,Single-cell transcriptomic and chromatin accessibility analyses of dairy cattle peripheral blood mononuclear cells and their responses to lipopolysaccharide,12864_2022_8562_MOESM2_ESM.xlsx,Table_S6-Unnamed_1,969,122,2.71,9.74e-25,2.16e-21
293,PMC9364862,Spatial multi-omic map of human myocardial infarction,41586_2022_5060_MOESM14_ESM.xlsx,Lymphoid-name,1022,126,2.65,9.97e-25,2.20e-21
294,PMC5668942,Co-expression networks reveal the tissue-specific regulation of transcription and splicing,supp_gr.216721.116_Supplemental_Data_S2.xlsx,Whole_Blood_IR-IR-WIPF1,2351,215,1.97,1.04e-24,2.28e-21
295,PMC9678742,Expression and regulatory characteristics of peripheral blood immune cells in primary Sjögren’s syndrome patients using single-cell transcriptomic,mmc2.xlsx,T_cells_Differ_Marker-GeneID,1270,144,2.44,1.17e-24,2.57e-21
296,PMC9676631,High-level of intratumoral GITR+ CD4 T cells associate with poor prognosis in gastric cancer,mmc2.xlsx,Table_S1_Differentially_expres-Supplementary_Table_1_Differentially_expressed_genes_between_GITR_and_GITR-_Treg_cells_related_to_Figure_1D,624,94,3.24,1.18e-24,2.57e-21
297,PMC9676631,High-level of intratumoral GITR+ CD4 T cells associate with poor prognosis in gastric cancer,mmc2.xlsx,Table_S1_Differentially_expres-Unnamed_7,624,94,3.24,1.18e-24,2.57e-21
298,PMC7721904,Global immune characterization of HBV/HCV-related hepatocellular carcinoma identifies macrophage and T-cell subsets associated with disease progression,41421_2020_214_MOESM2_ESM.xlsx,4_CD4_T_cells-Gene,1011,125,2.66,1.22e-24,2.65e-21
299,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc3.xlsx,FigS4-Acute-Inf_CoV-2-_vs_CTL-T_cells,959,121,2.71,1.29e-24,2.80e-21
300,PMC8987207,Monoallelic Heb/Tcf12 Deletion Reduces the Requirement for NOTCH1 Hyperactivation in T-Cell Acute Lymphoblastic Leukemia,DataSheet_1.xls,TF_targets_Fig_2A-HEB_Jurkat_ChIP-seq,2210,206,2.00,1.36e-24,2.94e-21
301,PMC9970875,Fucosylation of HLA-DRB1 regulates CD4+ T cell-mediated anti-melanoma immunity and enhances immunotherapy efficacy,43018_2022_506_MOESM4_ESM.xlsx,Extended_Data_Fig_2-Unnamed_2,1864,184,2.12,1.45e-24,3.11e-21
302,PMC10300554,Comprehensive epigenomic profiling reveals the extent of disease-specific chromatin states and informs target discovery in ankylosing spondylitis,mmc6.xlsx,CD4-Unnamed_7,1789,179,2.15,1.63e-24,3.49e-21
303,PMC4942934,Whole-genome transcription and DNA methylation analysis of peripheral blood mononuclear cells identified aberrant gene regulation pathways in systemic lupus erythematosus,13075_2016_1050_MOESM2_ESM.xlsx,downreg_gene_NC_vs_SLE-Data_Supplement_2-2,808,109,2.90,1.64e-24,3.51e-21
304,PMC8692249,Single-Cell Transcriptome Analysis Reveals RGS1 as a New Marker and Promoting Factor for T-Cell Exhaustion in Multiple Cancers,DataSheet_3.xlsx,NSCLC_Pre_DEG-Unnamed_0,418,75,3.86,1.74e-24,3.70e-21
305,PMC8795627,Single-Cell Transcriptome Profiling Unravels Distinct Peripheral Blood Immune Cell Signatures of RRMS and MOG Antibody-Associated Disease,Table_3.xlsx,Sheet1-Table_S3_Marker_genes_of_PBMC_major_cell_types_identified_by_scRNA-seq,2234,207,1.99,2.14e-24,4.55e-21
306,PMC4667439,Functional classification of memory CD8+ T cells by CX3CR1 expression,ncomms9306-s3.xlsx,Tabelle1-Symbol,349,68,4.19,2.15e-24,4.55e-21
307,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s016.xlsx,7g_Mouse-Unnamed_1,2283,210,1.98,2.19e-24,4.63e-21
308,PMC10119302,Anti-PD-1 therapy achieves favorable outcomes in HBV-positive non-liver cancer,41389_2023_468_MOESM8_ESM.xlsx,Table_S7-Unnamed_9,2464,221,1.93,2.30e-24,4.83e-21
309,PMC7933992,Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment,JEM_20200920_TableS8.xlsx,human_blood-Unnamed_7,1293,145,2.41,2.34e-24,4.91e-21
310,PMC7721904,Global immune characterization of HBV/HCV-related hepatocellular carcinoma identifies macrophage and T-cell subsets associated with disease progression,41421_2020_214_MOESM2_ESM.xlsx,3_CD8_T_cells-Gene,812,109,2.89,2.47e-24,5.16e-21
311,PMC5032245,Age-related accrual of methylomic variability is linked to fundamental ageing mechanisms,13059_2016_1053_MOESM8_ESM.xlsx,Sheet1-Ensembl,850,112,2.83,2.51e-24,5.23e-21
312,PMC8233196,Functional and genomic adaptations of blood monocytes to pregravid obesity during pregnancy,mmc2.xlsx,Nonclassical_Mo-cluster_IV-Unnamed_0,2237,207,1.99,2.54e-24,5.27e-21
313,PMC7933992,Single-cell analyses identify circulating anti-tumor CD8 T cells and markers for their enrichment,JEM_20200920_TableS8.xlsx,human_blood-Table_S8_Up-regulated_genes_for_each_Seurat_cluster_in_human_integrated_blood_and_initial_tumor_samples,1309,146,2.40,2.70e-24,5.58e-21
314,PMC7803495,"Biological characteristics of aging in human acute myeloid leukemia cells: the possible importance of aldehyde dehydrogenase, the cytoskeleton and altered transcriptional regulation",aging-12-202361-s011.xlsx,Phosphoproteome_dataset_5_VV-Unnamed_70,1874,184,2.11,2.71e-24,5.59e-21
315,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML9-CLOSEST_GENE,551,87,3.39,2.82e-24,5.79e-21
316,PMC9678742,Expression and regulatory characteristics of peripheral blood immune cells in primary Sjögren’s syndrome patients using single-cell transcriptomic,mmc2.xlsx,T_cells_Differ_Marker-GeneName,1282,144,2.41,2.98e-24,6.11e-21
317,PMC9127089,Landscape of Immune Cells Heterogeneity in Liver Transplantation by Single-Cell RNA Sequencing Analysis,Table_5.xlsx,TableS5_markers_of_each_B_cell-markers_of_each_B_cell_cluster,1440,155,2.31,3.06e-24,6.25e-21
318,PMC7527443,Evaluating Distribution and Prognostic Value of New Tumor-Infiltrating Lymphocytes in HCC Based on a scRNA-Seq Study With CIBERSORTx,Table_1.XLSX,Sheet1-Signature_matrix_with_CIBERSORTx_based_on_a_scRNA-seq_study_GSE98638,2306,211,1.97,3.20e-24,6.52e-21
319,PMC6899450,TCR and Inflammatory Signals Tune Human MAIT Cells to Exert Specific Tissue Repair and Effector Functions,mmc2.xlsx,Sheet_1-Gene_Name_2,1186,137,2.48,3.47e-24,7.03e-21
320,PMC7646563,An atlas of immune cell exhaustion in HIV-infected individuals revealed by single-cell transcriptomics,TEMI_A_1826361_SM3404.xlsx,NK_cell-Unnamed_0,1063,128,2.59,3.48e-24,7.03e-21
321,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM3_ESM.xlsx,Sheet1-Gene,2292,210,1.97,3.64e-24,7.31e-21
322,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM3_ESM.xlsx,Sheet1-Gene,2292,210,1.97,3.64e-24,7.31e-21
323,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML9-OVERLAP_GENES,413,74,3.85,3.94e-24,7.89e-21
324,PMC8494216,A single-cell tumor immune atlas for precision oncology,supp_gr.273300.120_Supplemental_Table_S4.xlsx,NK-Unnamed_6,334,66,4.25,4.64e-24,9.28e-21
325,PMC7857060,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,mmc5.xlsx,NKV_vs_V--Unnamed_16,2040,194,2.04,4.80e-24,9.55e-21
326,PMC7720616,Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs,13059_2020_2210_MOESM4_ESM.xlsx,Table_S23-Unnamed_6,544,86,3.40,4.86e-24,9.64e-21
327,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,20_T-cell_subsets-gene_name_CD8_C10_SLC4A10,478,80,3.60,4.95e-24,9.77e-21
328,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM5_ESM.xlsx,Super_enhancers_in_T-ALL3-CLOSEST_GENE,478,80,3.60,4.95e-24,9.77e-21
329,PMC8409978,HIV infection drives interferon signaling within intestinal SARS-CoV-2 target cells,jciinsight-6-148920-s202.xlsx,Supplemental_Table_2A-Supplemental_Table_2,2380,215,1.94,5.14e-24,1.01e-20
330,PMC5032245,Age-related accrual of methylomic variability is linked to fundamental ageing mechanisms,13059_2016_1053_MOESM8_ESM.xlsx,Sheet1-GeneSymbol,845,111,2.82,5.35e-24,1.05e-20
331,PMC8814034,Myeloid cell interferon responses correlate with clearance of SARS-CoV-2,41467_2022_28315_MOESM5_ESM.xlsx,Supplementary_data_2-gene,2382,215,1.94,5.74e-24,1.12e-20
332,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_4.xlsx,subcluster_4_severe_vs_healthy-CD16_CD8_TEMRA_4_severe_vs_healthy,1319,146,2.38,5.76e-24,1.12e-20
333,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,NK_NKT_and_γδT_subsets-gene_name_γδT_BHLHE40,490,81,3.55,5.80e-24,1.13e-20
334,PMC4942934,Whole-genome transcription and DNA methylation analysis of peripheral blood mononuclear cells identified aberrant gene regulation pathways in systemic lupus erythematosus,13075_2016_1050_MOESM2_ESM.xlsx,gene_expression_of_550_down_gen-Data_Supplement_S2-5,501,82,3.52,5.85e-24,1.13e-20
335,PMC8338555,Transcriptional programs of neoantigen-specific TIL in anti-PD-1-treated lung cancers,41586_2021_3752_MOESM3_ESM.xlsx,1_3_Antigen-specific_T_cells-Unnamed_6,821,109,2.85,6.10e-24,1.18e-20
336,PMC6042708,Radio-sensitizing effects of VE-821 and beyond: Distinct phosphoproteomic and metabolomic changes after ATR inhibition in irradiated MOLT-4 cells,pone.0199349.s003.xlsx,sites_quantified_in_3_reps-Gene_names,2108,198,2.02,6.21e-24,1.20e-20
337,PMC8095388,Ileal Transcriptomic Analysis in Paediatric Crohn’s Disease Reveals IL17- and NOD-signalling Expression Signatures in Treatment-naïve Patients and Identifies Epithelial Cells Driving Differentially Expressed Genes,jjaa236_suppl_supplementary_data_s9.xlsx,EnrichR-CD8_T_cells_p_4_560e-49,491,81,3.55,6.65e-24,1.28e-20
338,PMC8987207,Monoallelic Heb/Tcf12 Deletion Reduces the Requirement for NOTCH1 Hyperactivation in T-Cell Acute Lymphoblastic Leukemia,DataSheet_1.xls,TF_targets_Fig_2A-HEB_CCRFCEM_ChIP-seq,2451,219,1.92,6.76e-24,1.30e-20
339,PMC7176739,Proteasome inhibitor-induced modulation reveals the spliceosome as a specific therapeutic vulnerability in multiple myeloma,41467_2020_15521_MOESM4_ESM.xlsx,1_10_MM1S_50_uM_KHCB19_phospho-Gene,1629,167,2.20,6.87e-24,1.31e-20
340,PMC8900158,"Transcriptome Profiling of Porcine Naïve, Intermediate and Terminally Differentiated CD8+ T Cells",Table_1.xlsx,S3_DEGs_In_vitro_stimulation-Terminally_PMA_Ionomycin_vs_Medium,1614,166,2.21,6.87e-24,1.31e-20
341,PMC9054707,Mapping molecular gene signatures mediated by SARS-COV-2 and large-scale and genome-wide transcriptomics comparative analysis among respiratory viruses of medical importance,mmc3.xlsx,Sheet1-Unnamed_55,2224,205,1.98,7.58e-24,1.44e-20
342,PMC5372383,ENL links histone acetylation to oncogenic gene expression in AML,NIHMS850328-supplement-supp_table1.xlsx,Table_S7_F-ENL_binding_genes-MV411_Flag-ENL_binding_genes_2380,2001,191,2.05,7.91e-24,1.50e-20
343,PMC8097059,Proteomics of resistance to Notch1 inhibition in acute lymphoblastic leukemia reveals targetable kinase signatures,41467_2021_22787_MOESM7_ESM.xlsx,PDTALL19_Phosphoproteome-PG_Genes,2456,219,1.92,8.83e-24,1.66e-20
344,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s009.xlsx,X2-Unnamed_0,328,65,4.26,8.84e-24,1.66e-20
345,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s009.xlsx,OV_ALL_3066-X2,328,65,4.26,8.84e-24,1.66e-20
346,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,46-gene,1663,169,2.18,8.89e-24,1.66e-20
347,PMC4942934,Whole-genome transcription and DNA methylation analysis of peripheral blood mononuclear cells identified aberrant gene regulation pathways in systemic lupus erythematosus,13075_2016_1050_MOESM2_ESM.xlsx,downreg_gene_NC_vs_SLE_LN--Data_Supplement_2-3,750,103,2.95,9.05e-24,1.69e-20
348,PMC7417788,A human circulating immune cell landscape in aging and COVID-19,13238_2020_762_MOESM2_ESM.xls,Supplementary_Table_13C-Unnamed_1,915,116,2.72,9.23e-24,1.72e-20
349,PMC8758144,Robust T cell activation requires an eIF3-driven burst in T cell receptor translation,elife-74272-supp5.xlsx,EIF3A_C_B_TR_100_repl_2-GeneName,1034,125,2.60,9.25e-24,1.72e-20
350,PMC9127089,Landscape of Immune Cells Heterogeneity in Liver Transplantation by Single-Cell RNA Sequencing Analysis,Table_5.xlsx,TableS5_markers_of_each_B_cell-Unnamed_7,1398,151,2.32,9.79e-24,1.81e-20
351,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD4T-Gene_symbol,1665,169,2.18,1.01e-23,1.87e-20
352,PMC9259014,The transcription factor RUNX2 drives the generation of human NK cells and promotes tissue residency,elife-80320-supp3.xlsx,Supplementary_file_3-Unnamed_1,1711,172,2.16,1.05e-23,1.93e-20
353,PMC6116345,Integration Mapping of piggyBac-Mediated CD19 Chimeric Antigen Receptor T Cells Analyzed by Novel Tagmentation-Assisted PCR,mmc2.xlsx,Supplementary_Table_3-Unnamed_6,2055,194,2.03,1.16e-23,2.13e-20
354,PMC10213871,Intratumoral erythroblastic islands restrain anti-tumor immunity in hepatoblastoma,mmc5.xlsx,Table_S4-Unnamed_2,292,61,4.49,1.25e-23,2.28e-20
355,PMC10266353,HIV-1 activates oxidative phosphorylation in infected CD4 T cells in a human tonsil explant model,Table_2.csv,Unnamed_0,1965,188,2.06,1.55e-23,2.83e-20
356,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,15-gene,322,64,4.27,1.68e-23,3.06e-20
