,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
254,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s3.xlsx,Supplementary_Table_2_10-Supplementary_Table_2_10_All_marker_genes_of_cell_types_shown_in_fig_S7A,1647,195,2.07,1.25e-24,3.19e-21
255,PMC9088131,Single-cell profiling of human dura and meningioma reveals cellular meningeal landscape and insights into meningioma immune response,13073_2022_1051_MOESM7_ESM.xlsx,NK_Tumor_vs_Dura-gene,2038,225,1.93,1.44e-24,3.65e-21
256,PMC10089214,KMT2D acetylation by CREBBP reveals a cooperative functional interaction at enhancers in normal and malignant germinal center B cells,pnas.2218330120.sd01.xlsx,Dataset_1-Unnamed_18,1209,159,2.30,1.46e-24,3.70e-21
257,PMC8410602,BET proteolysis targeted chimera-based therapy of novel models of Richter Transformation-diffuse large B-cell lymphoma,41375_2021_1181_MOESM4_ESM.xlsx,HPRT3-Unnamed_7,2173,235,1.89,1.56e-24,3.92e-21
258,PMC9951304,Combined Single‐Cell and Spatial Transcriptomics Reveal the Metabolic Evolvement of Breast Cancer during Early Dissemination,ADVS-10-2205395-s006.xlsx,maker_gene-Data_S2_Marker_genes_for_annotation_of_each_cluster,2419,253,1.83,1.61e-24,4.03e-21
259,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,2-gene,344,75,3.82,1.69e-24,4.22e-21
260,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s016.xlsx,7g_Mouse-Unnamed_1,2283,243,1.86,1.72e-24,4.29e-21
261,PMC9741629,Single-cell profiling of healthy human kidney reveals features of sex-based transcriptional programs and tissue-specific immunity,41467_2022_35297_MOESM16_ESM.xlsx,Supp_Fig_15j-Unnamed_0,1832,209,2.00,1.89e-24,4.68e-21
262,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_38-CD4_Memory_Effector_T,304,70,4.03,2.14e-24,5.28e-21
263,PMC8416254,Transcriptome Profiling Reveals B-Lineage Cells Contribute to the Poor Prognosis and Metastasis of Clear Cell Renal Cell Carcinoma,DataSheet_2.csv,Supplementary_Table_2_DEGs_-_BC_B2M,1731,201,2.03,2.19e-24,5.39e-21
264,PMC9306798,Differential Phospho‐Signatures in Blood Cells Identify  LRRK2 G2019S Carriers in Parkinson's Disease,MDS-37-1004-s014.xlsx,A-SUPPL_TABLE_3A_Proteins_detected_in_the_study_Quantitative_measures_of_controls_andG2019S_carriers_and_expressed_as_Log2,2260,241,1.87,2.24e-24,5.50e-21
265,PMC10352330,Context-defined cancer co-dependency mapping identifies a functional interplay between PRC2 and MLL-MEN1 complex in lymphoma,41467_2023_39990_MOESM6_ESM.xlsx,Fig_4f-Unnamed_4,2046,225,1.93,2.44e-24,5.95e-21
266,PMC8663782,Human nasal wash RNA-Seq reveals distinct cell-specific innate immune responses in influenza versus SARS-CoV-2,jciinsight-6-152288-s099.xlsx,Tcell_-_COVID_vs_fluA-Supplemental_File_3_Cell_Subtypes_All_Donors,1408,175,2.18,2.66e-24,6.46e-21
267,PMC4349985,Mass Spectrometry of Human Leukocyte Antigen Class I Peptidomes Reveals Strong Effects of Protein Abundance and Turnover on Antigen Presentation,supp_M114.042812_mcp.M114.042812,5.xlsx-peptide_intensity_JY-Ensembl_ID,2156,233,1.89,2.94e-24,7.13e-21
268,PMC9396248,Intestinal single-cell atlas reveals novel lymphocytes in pigs with similarities to human cells,LSA-2022-01442_TableS2.xlsx,multidim_DGE-gene,1839,209,1.99,3.07e-24,7.42e-21
269,PMC9849554,Disordered T cell-B cell interactions in autoantibody-positive inflammatory arthritis,Table_1.xlsx,FindAllMarkers_SF-Teff-Unnamed_6,1931,216,1.96,3.19e-24,7.66e-21
270,PMC7744012,Cell-Type-Specific Immune Dysregulation in Severely Ill COVID-19 Patients,mmc4.xlsx,Table_3_1_DEG_COVID_vs_Healthy-CD4_T_cells_Differentially_expressed_genes_between_healthy_and_COVID-19_patients,1256,162,2.26,3.98e-24,9.54e-21
271,PMC9396248,Intestinal single-cell atlas reveals novel lymphocytes in pigs with similarities to human cells,LSA-2022-01442_TableS2.xlsx,topic_DGE-Gene,2423,252,1.82,4.68e-24,1.12e-20
272,PMC10559315,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci,NIHMS1928283-supplement-4.xls,c3c8_not_c4c7_DAP_linked_genes-Closest_gene,1951,217,1.95,5.05e-24,1.20e-20
273,PMC9849554,Disordered T cell-B cell interactions in autoantibody-positive inflammatory arthritis,Table_1.xlsx,FindAllMarkers_SF-Treg-Unnamed_6,1770,203,2.01,5.65e-24,1.34e-20
274,PMC9770566,Single cell multi-omic reference atlases of non-human primate immune tissues reveals CD102 as a biomarker for long-lived plasma cells,42003_2022_4216_MOESM7_ESM.xlsx,RNA-feature,1719,199,2.03,5.84e-24,1.37e-20
275,PMC9759758,Radioimmunotherapy‐induced intratumoral changes in cervical squamous cell carcinoma at single‐cell resolution,CAC2-42-1407-s002.xlsx,Supplementary_Table_4-Supplementary_Table_4_Differentially_expressed_genes_of_T_and_NK_subclusters,1369,171,2.19,5.86e-24,1.37e-20
276,PMC9759758,Radioimmunotherapy‐induced intratumoral changes in cervical squamous cell carcinoma at single‐cell resolution,CAC2-42-1407-s002.xlsx,Supplementary_Table_4-Unnamed_7,1369,171,2.19,5.86e-24,1.37e-20
277,PMC8987207,Monoallelic Heb/Tcf12 Deletion Reduces the Requirement for NOTCH1 Hyperactivation in T-Cell Acute Lymphoblastic Leukemia,DataSheet_1.xls,TF_targets_Fig_2A-HEB_Jurkat_ChIP-seq,2210,236,1.87,6.87e-24,1.60e-20
278,PMC9063233,Single-cell transcriptomic and chromatin accessibility analyses of dairy cattle peripheral blood mononuclear cells and their responses to lipopolysaccharide,12864_2022_8562_MOESM2_ESM.xlsx,Table_S2-Unnamed_1,1712,198,2.02,8.85e-24,2.06e-20
279,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s009.xlsx,X2-Unnamed_0,328,72,3.84,9.69e-24,2.24e-20
280,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s009.xlsx,OV_ALL_3066-X2,328,72,3.84,9.69e-24,2.24e-20
281,PMC8047497,Single-cell RNA-seq reveals dynamic change in tumor microenvironment during pancreatic ductal adenocarcinoma malignant progression,mmc7.xlsx,Tcell-Supplementary_Table_S7_List_of_T_cell_marker_genes_Related_to_Figure_4,2339,245,1.83,9.96e-24,2.29e-20
282,PMC7439502,Single-cell RNA-seq reveals ectopic and aberrant lung-resident cell populations in idiopathic pulmonary fibrosis,aba1983_Data_S4.txt,gene,2189,234,1.87,1.01e-23,2.31e-20
283,PMC9562361,Single cell analysis of cribriform prostate cancer reveals cell intrinsic and tumor microenvironmental pathways of aggressive disease,41467_2022_33780_MOESM3_ESM.xlsx,Table_S49-Table_S49,1638,192,2.05,1.07e-23,2.44e-20
284,PMC3560529,Next-Generation Sequencing of Small RNAs from HIV-Infected Cells Identifies Phased microRNA Expression Patterns and Candidate Novel microRNAs Differentially Expressed upon Infection,mbo001131429st2.xls,TableS2_signif_negCorr_predInte-GeneSymbol,1897,212,1.96,1.11e-23,2.54e-20
285,PMC6557840,Whole-blood transcriptomic signatures induced during immunization by chloroquine prophylaxis and Plasmodium falciparum sporozoites,41598_2019_44924_MOESM2_ESM.xlsx,Not_Protected_Day_of_Treatment-ENSEMBL_ID,2232,237,1.86,1.16e-23,2.62e-20
286,PMC9791140,Single-cell Transcriptomics Reveals Early Molecular and Immune Alterations Underlying the Serrated Neoplasia Pathway Toward Colorectal Cancer,mmc2.xlsx,Table_S10-Supplementary_Table_10_Differentially_expressed_genes_of_CD8_T_cells_in_SLs_and_normal_mucosa,1209,157,2.27,1.16e-23,2.62e-20
287,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_36_SS2-CD8_Memory_Effector_T,2206,235,1.86,1.25e-23,2.81e-20
288,PMC9676631,High-level of intratumoral GITR+ CD4 T cells associate with poor prognosis in gastric cancer,mmc3.xlsx,Table_S2_Differentially_expres-Supplementary_Table_2_Differentially_expressed_genes_between_GITR_and_GITR-_Tconv_cells_related_to_Figure_1E,968,136,2.46,1.33e-23,2.98e-20
289,PMC9676631,High-level of intratumoral GITR+ CD4 T cells associate with poor prognosis in gastric cancer,mmc3.xlsx,Table_S2_Differentially_expres-Unnamed_7,968,136,2.46,1.33e-23,2.98e-20
290,PMC6687507,A Human Liver Cell Atlas reveals Heterogeneity and Epithelial Progenitors,EMS83302-supplement-Suppl_Data_Table_1.xls,Cluster_3-GeneSymbol,2499,256,1.79,1.55e-23,3.47e-20
291,PMC6557840,Whole-blood transcriptomic signatures induced during immunization by chloroquine prophylaxis and Plasmodium falciparum sporozoites,41598_2019_44924_MOESM2_ESM.xlsx,Not_Protected_Day_of_Treatment-GeneSymbol,2237,237,1.85,1.58e-23,3.50e-20
292,PMC5372383,ENL links histone acetylation to oncogenic gene expression in AML,NIHMS850328-supplement-supp_table1.xlsx,Table_S6_MV411_F-ENL_ChIP_peak-within_genebody,2130,229,1.88,1.73e-23,3.83e-20
293,PMC9722937,Single-cell sequencing shows cellular heterogeneity of cutaneous lesions in lupus erythematosus,41467_2022_35209_MOESM13_ESM.xlsx,dermis-Unnamed_7,1569,186,2.08,1.77e-23,3.92e-20
294,PMC3419980,Depletion of RUNX1/ETO in t(8;21) AML cells leads to genome-wide changes in chromatin structure and transcription factor binding,leu201249x3.xls,genes_lists_unique_and_common-Common_genes_in_patients_A_B_and_Kasumi-1,1214,157,2.26,1.78e-23,3.93e-20
295,PMC9763233,Single-cell RNA sequencing reveals intrahepatic and peripheral immune characteristics related to disease phases in HBV-infected patients,gutjnl-2021-325915supp004.xlsx,gdT-gene,1075,145,2.36,2.04e-23,4.47e-20
296,PMC7260243,Evolution and structure of clinically relevant gene fusions in multiple myeloma,41467_2020_16434_MOESM6_ESM.xls,Supplementary_Data_3_Fusion_Cal-geneA,1763,201,2.00,2.12e-23,4.63e-20
297,PMC4995622,New insights into the heterogeneity of Th17 subsets contributing to HIV-1 persistence during antiretroviral therapy,12977_2016_293_MOESM2_ESM.xls,analysis_output-Suppemental_Table_1_Transcripts_differentially_expressed_by_CCR6_DP_or_Th17_vs_CCR6_DN_cells,2053,223,1.90,2.17e-23,4.74e-20
298,PMC8236117,Diversity and intratumoral heterogeneity in human gallbladder cancer progression revealed by single‐cell RNA sequencing,CTM2-11-e462-s010.xlsx,B_biomarkers-Table_S5_The_differentially_expressed_genes_between_the_3_B_cell_subclusters,996,138,2.43,2.25e-23,4.90e-20
299,PMC9770566,Single cell multi-omic reference atlases of non-human primate immune tissues reveals CD102 as a biomarker for long-lived plasma cells,42003_2022_4216_MOESM8_ESM.xlsx,RNA-feature,1816,205,1.98,2.28e-23,4.94e-20
300,PMC8692249,Single-Cell Transcriptome Analysis Reveals RGS1 as a New Marker and Promoting Factor for T-Cell Exhaustion in Multiple Cancers,DataSheet_3.xlsx,CRC_Tex_DEG-Unnamed_0,963,135,2.45,2.45e-23,5.29e-20
301,PMC9205630,Single-Cell RNA and ATAC Sequencing Reveal Hemodialysis-Related Immune Dysregulation of Circulating Immune Cell Subpopulations,Table_4.xlsx,CD8_TCM_diff-gene_name,1148,151,2.30,2.71e-23,5.84e-20
302,PMC8823707,Mapping the invisible chromatin transactions of prophase chromosome remodeling,mmc2.xlsx,Table_S1-Gene_names,2412,249,1.81,2.86e-23,6.13e-20
303,PMC4699913,Phosphoproteomic Profiling Reveals Epstein-Barr Virus Protein Kinase Integration of DNA Damage Response and Mitotic Signaling,ppat.1005346.s006.xlsx,All_phosphosites_quantified-Gene_symbol,2454,252,1.80,2.91e-23,6.22e-20
304,PMC8483338,The HTLV-1 viral oncoproteins Tax and HBZ reprogram the cellular mRNA splicing landscape,ppat.1009919.s010.xlsx,15-ASEs_detected_in_ATLL_of_the_Afro-Caribbean_cohort,2261,238,1.84,2.96e-23,6.31e-20
305,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM14_ESM.xlsx,EC_vs_Nor-SYMBOL,811,121,2.61,3.11e-23,6.59e-20
306,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s008.xlsx,Sheet1-Unnamed_7,1293,163,2.21,3.26e-23,6.90e-20
307,PMC8042271,Disparate Interferon Signaling and Shared Aberrant Basaloid Cells in Single-Cell Profiling of Idiopathic Pulmonary Fibrosis and Systemic Sclerosis-Associated Interstitial Lung Disease,Table_1.xlsx,Natural_Killer_IPFvSSC-Unnamed_0,1116,148,2.32,3.58e-23,7.54e-20
308,PMC8181206,Single‐cell analyses reveal suppressive tumor microenvironment of human colorectal cancer,CTM2-11-e422-s008.xlsx,Sheet1-Table_S4_List_of_genes_that_are_differentially_expressed_in_B_cell_sub-clusters_related_to_Figure_5,1307,164,2.20,3.81e-23,8.02e-20
309,PMC8964997,Single-Cell RNA Sequencing of Peripheral Blood Mononuclear Cells From Pediatric Coeliac Disease Patients Suggests Potential Pre-Seroconversion Markers,Table_7.xlsx,Sheet1-gene,2104,226,1.88,4.29e-23,8.98e-20
310,PMC6756037,EZH2 is overexpressed in transitional preplasmablasts and is involved in human plasma cell differentiation,41375_2019_392_MOESM7_ESM.xlsx,MBC_signature_genes-Unnamed_1,2489,254,1.79,4.38e-23,9.15e-20
311,PMC8236117,Diversity and intratumoral heterogeneity in human gallbladder cancer progression revealed by single‐cell RNA sequencing,CTM2-11-e462-s010.xlsx,B_biomarkers-Unnamed_7,993,137,2.42,5.01e-23,1.04e-19
312,PMC7821166,Transcriptomic and Network Analysis of Minor Salivary Glands of Patients With Primary Sjögren’s Syndrome,Table_2.xlsx,Upregulated_Genes-Unnamed_0,2478,253,1.79,5.20e-23,1.08e-19
313,PMC3808542,Global cellular response to chemotherapy-induced apoptosis,elife01236s004.xlsx,C_5_UTR_vs_iBAQ-Gene,2257,237,1.84,5.33e-23,1.10e-19
314,PMC9395525,Single cell transcriptomic analysis of the immune cell compartment in the human small intestine and in Celiac disease,41467_2022_32691_MOESM4_ESM.xlsx,fig_1f_cluster_markers_table-gene,2191,232,1.85,6.11e-23,1.26e-19
315,PMC7923532,Blinatumomab-induced T cell activation at single cell transcriptome resolution,12864_2021_7435_MOESM2_ESM.xlsx,Sheet2-Table_S2_Signature_marker_genes_in_each_Tcell_sub_cluster_in_ex_vivo_model_samples,1701,195,2.01,6.23e-23,1.28e-19
316,PMC7100912,A molecular network regulating the pro-inflammatory phenotype of human memory T lymphocytes,EMS85677-supplement-Suppl__Tables_1_8.xlsx,Table_8_A-Unnamed_17,1289,162,2.20,6.33e-23,1.30e-19
317,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S4-Unnamed_11,1924,212,1.93,6.71e-23,1.37e-19
318,PMC8521678,Single-cell profiling reveals the importance of CXCL13/CXCR5 axis biology in lymphocyte-rich classic Hodgkin lymphoma,pnas.2105822118.sd01.xlsx,all_clusters-Gene,1754,199,1.99,6.83e-23,1.39e-19
319,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,12_main_cell-types-gene_name_T_cells_NK_cells,492,89,3.17,7.11e-23,1.44e-19
320,PMC6899450,TCR and Inflammatory Signals Tune Human MAIT Cells to Exert Specific Tissue Repair and Effector Functions,mmc3.xlsx,1594_genes-Unnamed_0,1376,169,2.15,7.27e-23,1.47e-19
321,PMC7100912,A molecular network regulating the pro-inflammatory phenotype of human memory T lymphocytes,EMS85677-supplement-Suppl__Tables_1_8.xlsx,Table_8_A-Unnamed_18,1291,162,2.20,7.46e-23,1.50e-19
322,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,20_T-cell_subsets-gene_name_CD4_C6_IL17A,493,89,3.16,8.22e-23,1.65e-19
323,PMC9878167,High activation levels maintained in receptor‐binding domain–specific memory B cells in people with severe coronavirus disease 2019,IMCB-9999-0-s002.xlsx,Supplementary_table_5-Unnamed_6,2039,220,1.89,1.15e-22,2.31e-19
324,PMC8692249,Single-Cell Transcriptome Analysis Reveals RGS1 as a New Marker and Promoting Factor for T-Cell Exhaustion in Multiple Cancers,DataSheet_2.xlsx,CRC_CD8-gene,2107,225,1.87,1.20e-22,2.40e-19
325,PMC8482483,Phosphoproteomics Provides Novel Insights into the Response of Primary Acute Lymphoblastic Leukemia Cells to Microtubule Depolymerization in G1 Phase of the Cell Cycle,ao1c03936_si_001.xlsx,Phosphopeptide_analysis-Unnamed_2,2218,233,1.84,1.38e-22,2.74e-19
326,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Maternal_Naive_CD8_T_Cells-Gene,625,102,2.86,1.42e-22,2.82e-19
327,PMC7738879,Phosphoproteomics identify arachidonic-acid-regulated signal transduction pathways modulating macrophage functions with implications for ovarian cancer,thnov11p1377s2.xlsx,S3-Gene_names,2440,249,1.79,1.45e-22,2.87e-19
328,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc5.xlsx,Proliferating-Gene_ID,903,128,2.48,1.51e-22,2.97e-19
329,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,Wilcox_B-Marker_detection_results_in_Human_Cell_Atlas_Human_-PBMC_data_set_for_all_evaluated_methods,2275,237,1.82,1.57e-22,3.04e-19
330,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,LR_B-Unnamed_0,2275,237,1.82,1.57e-22,3.04e-19
331,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,T_B-Unnamed_0,2275,237,1.82,1.57e-22,3.04e-19
332,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,MAST_B-Unnamed_0,2275,237,1.82,1.57e-22,3.04e-19
333,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM5_ESM.xlsx,ROC_B-Unnamed_0,2275,237,1.82,1.57e-22,3.04e-19
334,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM13_ESM.xlsx,EC-Nor-SYMBOL,926,130,2.46,1.60e-22,3.11e-19
335,PMC9723182,Single-cell analysis of multiple myelomas refines the molecular features of bortezomib treatment responsiveness,12276_2022_884_MOESM7_ESM.xls,Supplementary_Table_6-Supplementary_Table_6_Differentially_expressed_genes_identified_in_the_MM_cases_compared_to_the_healthy_donors,2387,245,1.80,1.70e-22,3.28e-19
336,PMC6357748,Multiplexed enrichment and genomic profiling of peripheral blood cells reveal subset-specific immune signatures,aau9223_Table_S1.xlsx,CD4_T_-_LPS-Unnamed_0,2375,244,1.80,1.89e-22,3.65e-19
337,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S8-Unnamed_3,1994,216,1.90,1.98e-22,3.80e-19
338,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM7_ESM.xlsx,Sheet1-Gene,1426,172,2.11,1.99e-22,3.80e-19
339,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM7_ESM.xlsx,Sheet1-Gene,1426,172,2.11,1.99e-22,3.80e-19
340,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,X2-Unnamed_0,471,86,3.20,2.09e-22,3.97e-19
341,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,HNSCC_ALL_exceptLN-X2,471,86,3.20,2.09e-22,3.97e-19
342,PMC9153155,Ileum tissue single-cell mRNA sequencing elucidates the cellular architecture of pathophysiological changes associated with weaning in piglets,12915_2022_1321_MOESM7_ESM.xlsx,Sheet1-Unnamed_2,1849,205,1.94,2.10e-22,3.98e-19
343,PMC9849137,Uncovering the mode of action of engineered T cells in patient cancer organoids,41587_2022_1397_MOESM6_ESM.xlsx,Pseudotime_markers-Gene,998,136,2.39,2.36e-22,4.45e-19
344,PMC8925074,Integration of genetic colocalizations with physiological and pharmacological perturbations identifies cardiometabolic disease genes,13073_2022_1036_MOESM10_ESM.xlsx,Muscle_GLUC-Gene,1429,172,2.11,2.50e-22,4.71e-19
345,PMC7076158,Circular RNA-Expression Profiling Reveals a Potential Role of Hsa_circ_0097435 in Heart Failure via Sponging Multiple MicroRNAs,Table_1.XLS,T08_CIRI_Predict-Symbol,2311,239,1.81,2.57e-22,4.83e-19
346,PMC7982650,Leveraging Single-Cell RNA-seq Data to Uncover the Association Between Cell Type and Chronic Liver Diseases,Data_Sheet_2.xlsx,Table_S7-Unnamed_1,2014,217,1.89,3.01e-22,5.64e-19
347,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc3.xlsx,Plasma_cells-Gene_ID,1272,159,2.19,3.05e-22,5.70e-19
348,PMC6482433,P-TEFb Activation by RBM7 Shapes a Pro-survival Transcriptional Response to Genotoxic Stress,mmc3.xlsx,Table_S2A-Table_S2A_Differentially_expressed_mRNAs_that_were_regulated_upon_1_and_2_hours_of_4-NQO_treatment_Related_to_Figure_5,2274,236,1.82,3.33e-22,6.20e-19
349,PMC9010637,SP3-Enabled Rapid and High Coverage Chemoproteomic Identification of Cell-State–Dependent Redox-Sensitive Cysteines,mmc6.xlsx,5B-Unnamed_4,1830,203,1.94,3.41e-22,6.32e-19
350,PMC9010637,SP3-Enabled Rapid and High Coverage Chemoproteomic Identification of Cell-State–Dependent Redox-Sensitive Cysteines,mmc2.xlsx,S4-Unnamed_1,2389,244,1.79,4.24e-22,7.85e-19
351,PMC8233196,Functional and genomic adaptations of blood monocytes to pregravid obesity during pregnancy,mmc2.xlsx,Nonclassical_Mo-cluster_IV-Unnamed_0,2237,233,1.82,4.28e-22,7.90e-19
352,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc3.xlsx,FigS4-Acute-Inf_CoV-2-_vs_CTL-T_cells,959,132,2.41,4.38e-22,8.07e-19
353,PMC8594918,Intraocular dendritic cells characterize HLA-B27-associated acute anterior uveitis,elife-67396-supp1.xlsx,1f-Supplementary_File_1f_List_of_the_DE_genes_per_cluster_in_Figure_2,2170,228,1.84,4.67e-22,8.57e-19
354,PMC7371367,Monocyte-derived APCs are central to the response of PD1 checkpoint blockade and provide a therapeutic target for combination therapy,jitc-2020-000588supp004.xlsx,DGE_Monos_Responder_Non_Respond-Unnamed_0,2461,249,1.77,4.78e-22,8.75e-19
355,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM4_ESM.xlsx,Sheet1-Gene,1302,161,2.16,4.82e-22,8.77e-19
356,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM4_ESM.xlsx,Sheet1-Gene,1302,161,2.16,4.82e-22,8.77e-19
357,PMC8056753,Human KIT+ myeloid cells facilitate visceral metastasis by melanoma,JEM_20182163_TableS8.xlsx,JEM_20182163_DataS3-gene,2281,236,1.81,5.02e-22,9.11e-19
358,PMC7823074,Impact of Intermediate Hyperglycemia and Diabetes on Immune Dysfunction in Tuberculosis,ciaa751_suppl_supplementary_table_3.xlsx,Down-reg_in_IH-TB-Gene_Symbol,1890,207,1.92,5.46e-22,9.88e-19
359,PMC9532436,Identification of distinct functional thymic programming of fetal and pediatric human γδ thymocytes via single-cell analysis,41467_2022_33488_MOESM4_ESM.xlsx,Supplementary_Table_1-Unnamed_4,2269,235,1.81,5.58e-22,1.01e-18
360,PMC7831653,Neurological Manifestations of COVID-19 Feature T Cell Exhaustion and Dedifferentiated Monocytes in Cerebrospinal Fluid,mmc5.xlsx,sev_vs_mild_N-COVID_TcMeta-gene,1304,161,2.16,5.65e-22,1.02e-18
361,PMC10102512,Uncovering a novel role of focal adhesion and interferon-gamma in cellular rejection of kidney allografts at single cell resolution,Table_4.xlsx,Tcells_BorderlinevsTCMR-gene,1984,214,1.89,5.73e-22,1.03e-18
362,PMC9509601,Intratumor heterogeneity and T cell exhaustion in primary CNS lymphoma,13073_2022_1110_MOESM6_ESM.xlsx,myeloid2-gene,1945,211,1.90,6.14e-22,1.10e-18
363,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc5.xlsx,Treg-Gene_ID,404,78,3.38,6.16e-22,1.10e-18
364,PMC8671562,Single cell analysis of spondyloarthritis regulatory T cells identifies distinct synovial gene expression patterns and clonal fates,42003_2021_2931_MOESM6_ESM.xlsx,Sheet1-Enriched_genes_per_cluster_selected_among_those_expressed_in_at_least_10_of_the_cells_belonging_to_each_cluster_and_with_a_log_fold_change_0_1,1466,174,2.08,6.17e-22,1.10e-18
365,PMC10164759,Exploration of the heterogeneity and interaction of epithelial cells and NK/T-cells in Laryngeal Squamous Cell Carcinoma based on single-cell RNA sequencing data,mmc2.xlsx,Sheet1-gene,2466,249,1.77,6.33e-22,1.12e-18
366,PMC8043951,Distinct amyloid-β and tau-associated microglia profiles in Alzheimer’s disease,401_2021_2263_MOESM2_ESM.xlsx,Table_S3-Unnamed_32,2299,237,1.80,6.41e-22,1.13e-18
367,PMC9345398,"Screening of cell‐virus, cell‐cell, gene‐gene crosstalk among animal kingdom at single cell resolution",CTM2-12-e886-s007.xlsx,Sun_conure-PBMC-Gene,1619,186,2.01,6.58e-22,1.16e-18
368,PMC9853064,Single-cell transcriptomics reveals striking heterogeneity and functional organization of dendritic and monocytic cells in the bovine mesenteric lymph node,DataSheet_2.xlsx,c23-gene,2040,218,1.87,6.59e-22,1.16e-18
369,PMC4636226,T Cell Transcriptomes Describe Patient Subtypes in Systemic Lupus Erythematosus,pone.0141171.s005.xls,results_0_01_AB_ENSG-CONAvBC,1788,199,1.95,6.82e-22,1.20e-18
370,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s3.xlsx,Supplementary_Table_2_9-Supplementary_Table_2_9_All_marker_genes_of_cell_types_shown_in_Fig_6D,863,123,2.50,7.16e-22,1.25e-18
371,PMC4337102,Genomic analysis of host – Peste des petits ruminants vaccine viral transcriptome uncovers transcription factors modulating immune regulatory pathways,13567_2015_153_MOESM2_ESM.xls,Add_file_2-ACTN4,931,129,2.43,7.76e-22,1.35e-18
372,PMC4487811,Identification of a Dynamic Core Transcriptional Network in t(8;21) AML that Regulates Differentiation Block and Self-Renewal,mmc3.xlsx,siRE_enriched_geneLists-siRE_occupancy_pattern_gene_lists_after_RUNX1_ETO_knock_down,1034,138,2.34,7.76e-22,1.35e-18
