,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
256,PMC6486619,Dynamic gene regulation by nuclear colony-stimulating factor 1 receptor in human monocytes and macrophages,41467_2019_9970_MOESM15_ESM.xls,MACS2_BC313_6h_CFMS_peaks_annot-Nearest_Ensembl,1739,136,2.15,1.25e-18,3.17e-15
257,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-19.xlsx,up_7-feature,972,94,2.66,1.32e-18,3.31e-15
258,PMC9296597,Single-cell multiomics analysis reveals regulatory programs in clear cell renal cell carcinoma,41421_2022_415_MOESM4_ESM.xlsx,Monocyte-gene,905,90,2.74,1.32e-18,3.31e-15
259,PMC7539462,Profiling pro-neural to mesenchymal transition identifies a lncRNA signature in glioma,12967_2020_2552_MOESM1_ESM.xlsx,Table_S4-Unnamed_5,2494,173,1.91,1.33e-18,3.33e-15
260,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc3.xlsx,FigS5C-MIS-C_MYO_CoV-2_vsCTL-Monocytes_cDCs_pDCs,651,74,3.13,1.42e-18,3.51e-15
261,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc4.xlsx,Strategy_3-MIS-C_MYO_CoV-2_vs_CTL,651,74,3.13,1.42e-18,3.51e-15
262,PMC9309750,Circular RNA circ‐TNPO3 inhibits clear cell renal cell carcinoma metastasis by binding to IGF2BP2 and destabilizing SERPINH1 mRNA,CTM2-12-e994-s001.xlsx,Table_S12-Unnamed_14,2350,166,1.94,1.53e-18,3.78e-15
263,PMC10162941,Epigenomic mapping identifies an enhancer repertoire that regulates cell identity in bladder cancer through distinct transcription factor networks,41388_2023_2662_MOESM12_ESM.xlsx,Table_S3-Unnamed_19,2477,172,1.91,1.58e-18,3.89e-15
264,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc3.xlsx,FigS5D_-_MIS-C_MYO_vs_MIS-C-Monocytes_cDCs_pDCs,1534,125,2.24,1.74e-18,4.24e-15
265,PMC4515125,Transcription factor p63 bookmarks and regulates dynamic enhancers during epidermal differentiation,embr0016-0863-sd10.xlsx,ST9B-Unnamed_11,2416,169,1.93,1.74e-18,4.24e-15
266,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM6_ESM.xlsx,Sheet1-Gene,1516,124,2.25,1.82e-18,4.42e-15
267,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM6_ESM.xlsx,Sheet1-Gene,1516,124,2.25,1.82e-18,4.42e-15
268,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM3_ESM.xlsx,Sheet1-Gene,2292,163,1.96,1.85e-18,4.46e-15
269,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM3_ESM.xlsx,Sheet1-Gene,2292,163,1.96,1.85e-18,4.46e-15
270,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,X19-Unnamed_0,1204,107,2.45,1.90e-18,4.54e-15
271,PMC8323949,Single-cell analysis reveals the pan-cancer invasiveness-associated transition of adipose-derived stromal cells into COL11A1-expressing cancer-associated fibroblasts,pcbi.1009228.s007.xlsx,HNSCC_ALL_exceptLN-X19,1204,107,2.45,1.90e-18,4.54e-15
272,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM13_ESM.xlsx,LNC-Nor-SYMBOL,796,83,2.87,1.98e-18,4.70e-15
273,PMC9018830,Single cell analyses identify a highly regenerative and homogenous human CD34+ hematopoietic stem cell population,41467_2022_29675_MOESM7_ESM.xlsx,Gene_Modules_Oetjen-CD16_MONOCYTE,671,75,3.08,2.12e-18,5.04e-15
274,PMC9675452,Fetal maturation revealed by amniotic fluid cell-free transcriptome in rhesus macaques,jciinsight-7-162101-s237.xlsx,DEGs-Rh_AF_Term-v-Pre_Up,1711,134,2.16,2.15e-18,5.08e-15
275,PMC8795627,Single-Cell Transcriptome Profiling Unravels Distinct Peripheral Blood Immune Cell Signatures of RRMS and MOG Antibody-Associated Disease,Table_3.xlsx,Sheet1-Table_S3_Marker_genes_of_PBMC_major_cell_types_identified_by_scRNA-seq,2234,160,1.97,2.22e-18,5.23e-15
276,PMC9063233,Single-cell transcriptomic and chromatin accessibility analyses of dairy cattle peripheral blood mononuclear cells and their responses to lipopolysaccharide,12864_2022_8562_MOESM2_ESM.xlsx,Table_S2-Unnamed_1,1712,134,2.15,2.26e-18,5.30e-15
277,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_43_SS2-Neutrophil,1447,120,2.28,2.54e-18,5.94e-15
278,PMC8042271,Disparate Interferon Signaling and Shared Aberrant Basaloid Cells in Single-Cell Profiling of Idiopathic Pulmonary Fibrosis and Systemic Sclerosis-Associated Interstitial Lung Disease,Table_1.xlsx,SPP1_Mac_IPFvSSC-Unnamed_0,1892,143,2.08,2.58e-18,6.01e-15
279,PMC9615627,Smoking modulates different secretory subpopulations expressing SARS-CoV-2 entry genes in the nasal and bronchial airways,41598_2022_17832_MOESM2_ESM.xlsx,Table_S2-Gene_Lists-Unnamed_1,849,86,2.79,2.72e-18,6.30e-15
280,PMC8562543,Smoking Modulates Different Secretory Subpopulations Expressing SARS-CoV-2 Entry Genes in the Nasal and Bronchial Airways,617d47f22ed69c60d1c3a1d3.xlsx,Table_S2-Gene_Lists-Unnamed_1,849,86,2.79,2.72e-18,6.30e-15
281,PMC8316550,The trans-omics landscape of COVID-19,41467_2021_24482_MOESM8_ESM.xlsx,Supplementary_Data5_1-Supplementary_Data5_1_Clusters_of_mRNAs,1125,102,2.50,3.46e-18,7.97e-15
282,PMC9867739,Epigenomic charting and functional annotation of risk loci in renal cell carcinoma,41467_2023_35833_MOESM27_ESM.xlsx,Supplementary_Data_24-Unnamed_2,1453,120,2.27,3.52e-18,8.07e-15
283,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM7_ESM.xlsx,SE_in_Nor-SYMBOL,351,52,4.08,3.76e-18,8.59e-15
284,PMC9950534,Single-cell RNA sequencing identifies a population of human liver-type ILC1s,NIHMS1870503-supplement-2.xlsx,DEGs_cluster_batch_1-gene,1762,136,2.12,3.85e-18,8.78e-15
285,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_52_SS2-IGSF21_Dendritic,2146,155,1.99,4.26e-18,9.67e-15
286,PMC4402532,Epstein–Barr virus transcription factor Zta acts through distal regulatory elements to directly control cellular gene expression,supp_gkv212_nar-03402-v-2014-File004.xlsx,supp_table_1-genes_with_Zta_binding_peak,1943,145,2.05,4.29e-18,9.70e-15
287,PMC10151360,Transcriptomic analysis of B cells suggests that CD70 and LY9 may be novel features in patients with systemic lupus erythematosus,mmc8.xlsx,DEGs_of_HC_PBMC-gene,2481,171,1.90,4.38e-18,9.88e-15
288,PMC7925689,Multi-omics analysis reveals contextual tumor suppressive and oncogenic gene modules within the acute hypoxic response,41467_2021_21687_MOESM6_ESM.xlsx,A_HCT116_peaks-Unnamed_8,1648,130,2.17,4.44e-18,9.99e-15
289,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,19-gene,1148,103,2.47,4.80e-18,1.08e-14
290,PMC8386078,Acute depletion of CTCF rewires genome-wide chromatin accessibility,13059_2021_2466_MOESM5_ESM.xlsx,InsulatorTargets-Unnamed_20,2108,153,2.00,4.85e-18,1.08e-14
291,PMC7924267,A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2,media-18.xlsx,up_M1-feature,1966,146,2.04,4.89e-18,1.09e-14
292,PMC9008048,"PD-L1 and ICOSL discriminate human Secretory and Helper dendritic cells in cancer, allergy and autoimmunity",41467_2022_29516_MOESM20_ESM.xlsx,Sheet1-ScRNAseq_Luminal_Breast_Cancer_DEG_per_cluster,1768,136,2.12,5.14e-18,1.14e-14
293,PMC9497456,Identification of macrophage correlated biomarkers to predict the prognosis in patients with intrahepatic cholangiocarcinoma,DataSheet_3.csv,gene,1498,122,2.24,5.19e-18,1.15e-14
294,PMC5339410,Transcriptome Analysis of Monozygotic Twin Brothers with Childhood Primary Myelofibrosis,mmc3.xlsx,Table_S3-Unnamed_19,2443,169,1.90,5.23e-18,1.15e-14
295,PMC9618568,Defining cellular complexity in human autosomal dominant polycystic kidney disease by multimodal single cell analysis,41467_2022_34255_MOESM11_ESM.xlsx,LEUK-Unnamed_0,2276,161,1.95,5.46e-18,1.20e-14
296,PMC7455079,Patient ancestry significantly contributes to molecular heterogeneity of systemic lupus erythematosus,jciinsight-5-140380-s227.xlsx,Supp_Table_4-Unnamed_22,2278,161,1.95,5.94e-18,1.30e-14
297,PMC8663782,Human nasal wash RNA-Seq reveals distinct cell-specific innate immune responses in influenza versus SARS-CoV-2,jciinsight-6-152288-s099.xlsx,neut_-_COVID_vs_healthy-Supplemental_File_3_Cell_Subtypes_All_Donors,1792,137,2.10,6.32e-18,1.38e-14
298,PMC9525123,TDO2+ myofibroblasts mediate immune suppression in malignant transformation of squamous cell carcinoma,jci-132-157649-s090.xlsx,S10_DEGs-Unnamed_6,861,86,2.75,6.53e-18,1.42e-14
299,PMC9618568,Defining cellular complexity in human autosomal dominant polycystic kidney disease by multimodal single cell analysis,41467_2022_34255_MOESM7_ESM.xlsx,PEC_PODO-gene,979,93,2.61,6.68e-18,1.45e-14
300,PMC9497456,Identification of macrophage correlated biomarkers to predict the prognosis in patients with intrahepatic cholangiocarcinoma,DataSheet_3.csv,Unnamed_0,1506,122,2.23,7.89e-18,1.70e-14
301,PMC4487811,Identification of a Dynamic Core Transcriptional Network in t(8;21) AML that Regulates Differentiation Block and Self-Renewal,mmc3.xlsx,siRE_enriched_geneLists-siRE_occupancy_pattern_gene_lists_after_RUNX1_ETO_knock_down,1034,96,2.56,8.34e-18,1.79e-14
302,PMC9036134,Sex disparities in influenza: A multiscale network analysis,mmc3.xlsx,TableS2-Unnamed_7,2166,155,1.97,1.01e-17,2.16e-14
303,PMC8494216,A single-cell tumor immune atlas for precision oncology,supp_gr.273300.120_Supplemental_Table_S4.xlsx,mDC-Unnamed_6,510,63,3.40,1.06e-17,2.27e-14
304,PMC7646563,An atlas of immune cell exhaustion in HIV-infected individuals revealed by single-cell transcriptomics,TEMI_A_1826361_SM3404.xlsx,CD14_mono-Unnamed_0,1514,122,2.22,1.20e-17,2.55e-14
305,PMC4026482,Identification of the Key Differential Transcriptional Responses of Human Whole Blood Following TLR2 or TLR4 Ligation In-Vitro,pone.0097702.s010.xlsx,LPS_1_8FC_24hour-Symbol,1440,118,2.26,1.31e-17,2.77e-14
306,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,8_myeloid_subsets-gene_name_Mφ_THBS1,484,61,3.47,1.37e-17,2.90e-14
307,PMC8830420,Pharmacological inhibition of LSD1 triggers myeloid differentiation by targeting GSE1 oncogenic functions in AML,41388_2021_2123_MOESM6_ESM.xlsx,Spreadsheet_4-Unnamed_20,1042,96,2.54,1.39e-17,2.94e-14
308,PMC6744561,Perturbed myoepithelial cell differentiation in BRCA mutation carriers and in ductal carcinoma in situ,41467_2019_12125_MOESM8_ESM.xlsx,SEs_in_MCF10DCIS_cells-super_enhancer_to_the_closest_gene,956,91,2.62,1.41e-17,2.95e-14
309,PMC5102635,Blood Transcriptional Profiling Reveals Immunological Signatures of Distinct States of Infection of Humans with Leishmania infantum,pntd.0005123.s006.xlsx,Sheet1-Unnamed_2,1060,97,2.52,1.44e-17,3.02e-14
310,PMC8830420,Pharmacological inhibition of LSD1 triggers myeloid differentiation by targeting GSE1 oncogenic functions in AML,41388_2021_2123_MOESM6_ESM.xlsx,Spreadsheet_4-Unnamed_21,1043,96,2.53,1.48e-17,3.10e-14
311,PMC4339584,HITS-CLIP Analysis Uncovers a Link between the Kaposi’s Sarcoma-Associated Herpesvirus ORF57 Protein and Host Pre-mRNA Metabolism,ppat.1004652.s008.xlsx,ECs_p_0_05-gene,1557,124,2.19,1.53e-17,3.18e-14
312,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_52-IGSF21_Dendritic,558,66,3.26,1.59e-17,3.30e-14
313,PMC9950534,Single-cell RNA sequencing identifies a population of human liver-type ILC1s,NIHMS1870503-supplement-2.xlsx,DEGs_cluster_batch_1-Unnamed_0,1794,136,2.09,1.76e-17,3.65e-14
314,PMC10350077,Proteomics and phosphoproteomics profiling in glutamatergic neurons and microglia in an iPSC model of Jansen de Vries Syndrome,media-6.xlsx,Control_untreated_Down_KEGG_-Gene_Symbol,1206,105,2.40,1.81e-17,3.73e-14
315,PMC8664842,KDM6B promotes activation of the oncogenic CDK4/6-pRB-E2F pathway by maintaining enhancer activity in MYCN-amplified neuroblastoma,41467_2021_27502_MOESM5_ESM.xlsx,H3K4me1_GSK-J4-gene,1317,111,2.32,1.96e-17,4.03e-14
316,PMC10319845,An EZH2-NF-κB regulatory axis drives expression of pro-oncogenic gene signatures in triple negative breast cancer,mmc2.xlsx,GeneLists_231_GENEBINDING-NFKB_Union,2434,167,1.89,1.99e-17,4.08e-14
317,PMC3638713,Candidate cancer-targeting agents identified by expression-profiling arrays,OTT-6-447-S4.xml.xls,t-test_p-value_threshold_0_05-Unnamed_72,1797,136,2.08,2.03e-17,4.14e-14
318,PMC8800483,Molecular mechanisms governing circulating immune cell heterogeneity across different species revealed by single‐cell sequencing,CTM2-12-e689-s005.xlsx,10h_Tiger-Unnamed_1,1014,94,2.55,2.14e-17,4.36e-14
319,PMC8761777,Multiomic Metabolic Enrichment Network Analysis Reveals Metabolite–Protein Physical Interaction Subnetworks Altered in Cancer,mmc8.txt,Gene_names,2144,153,1.96,2.28e-17,4.63e-14
320,PMC8692379,Transcriptional and Histochemical Signatures of Bone Marrow Mononuclear Cell-Mediated Resolution of Synovitis,Table_1.xlsx,SF_48-96_hrs-Symbol,2125,152,1.97,2.45e-17,4.95e-14
321,PMC6510750,Common functional alterations identified in blood transcriptome of autoimmune cholestatic liver and inflammatory bowel diseases,41598_2019_43699_MOESM3_ESM.xlsx,CD_P-Ctrl-SYMBOL,2482,169,1.87,2.47e-17,4.98e-14
322,PMC9036134,Sex disparities in influenza: A multiscale network analysis,mmc3.xlsx,TableS2-Unnamed_4,1983,145,2.01,2.58e-17,5.19e-14
323,PMC8363470,A monocyte/dendritic cell molecular signature of SARS-CoV-2-related multisystem inflammatory syndrome in children with severe myocarditis,mmc3.xlsx,Fig4-_All_MIS-C_vs_CTL-Monocytes_cDCs_pDCs,462,59,3.51,2.59e-17,5.20e-14
324,PMC9618131,Deterministic programming of human pluripotent stem cells into microglia facilitates studying their role in health and disease,pnas.2123476119.sd01.xlsx,Dataset_1C-Marker_genes_of_clusters_in_the_organoid-microglia_coculture_microglia,1587,125,2.17,2.62e-17,5.24e-14
325,PMC8520209,Correction to: Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_8013_MOESM5_ESM.xlsx,Sheet1-Gene,1455,118,2.23,2.87e-17,5.71e-14
326,PMC8364696,Expanding the potential genes of inborn errors of immunity through protein interactions,12864_2021_7909_MOESM5_ESM.xlsx,Sheet1-Gene,1455,118,2.23,2.87e-17,5.71e-14
327,PMC9509601,Intratumor heterogeneity and T cell exhaustion in primary CNS lymphoma,13073_2022_1110_MOESM6_ESM.xlsx,myeloid2-gene,1945,143,2.02,2.89e-17,5.72e-14
328,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_47_SS2-Macrophage,1947,143,2.02,3.15e-17,6.23e-14
329,PMC6756037,EZH2 is overexpressed in transitional preplasmablasts and is involved in human plasma cell differentiation,41375_2019_392_MOESM7_ESM.xlsx,MBC_signature_genes-Unnamed_1,2489,169,1.87,3.24e-17,6.38e-14
330,PMC8042001,Atlas of breast cancer infiltrated B-lymphocytes revealed by paired single-cell RNA-sequencing and antigen receptor profiling,41467_2021_22300_MOESM5_ESM.xlsx,CD14_B-CD14_marker_gene,658,72,3.01,3.47e-17,6.80e-14
331,PMC7904927,SIV-induced terminally differentiated adaptive NK cells in lymph nodes associated with enhanced MHC-E restricted activity,41467_2021_21402_MOESM4_ESM.xlsx,Figure_5a-Unnamed_5,987,92,2.57,3.50e-17,6.84e-14
332,PMC10361538,Immunologic Characterization and T cell Receptor Repertoires of Expanded Tumor-infiltrating Lymphocytes in Patients with Renal Cell Carcinoma,crc-22-0514-s05.xlsx,supp_table_s5-Unnamed_7,2449,167,1.88,3.60e-17,7.02e-14
333,PMC4113936,ETO family protein Mtg16 regulates the balance of dendritic cell subsets by repressing Id2,supp_jem.20132121_JEM_20132121_DataS2.xls,common-Unnamed_3,1517,121,2.20,3.70e-17,7.19e-14
334,PMC9119675,Inflammatory response in hematopoietic stem and progenitor cells triggered by activating SHP2 mutations evokes blood defects,elife-73040-supp3.xlsx,Over_expressed_genes-Gene_Name,2198,155,1.94,3.86e-17,7.48e-14
335,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,15-gene,1348,112,2.29,3.88e-17,7.49e-14
336,PMC9283889,Establishment of a reference single-cell RNA sequencing dataset for human pancreatic adenocarcinoma,mmc2.xlsx,Macrophage-gene,675,73,2.98,3.89e-17,7.49e-14
337,PMC4338229,CD14 and Complement Crosstalk and Largely Mediate the Transcriptional Response to Escherichia coli in Human Whole Blood as Revealed by DNA Microarray,pone.0117261.s009.xlsx,Additive-Gene_Symbol,1311,110,2.31,3.90e-17,7.49e-14
338,PMC10195133,The cellular and immunological dynamics of early and transitional human milk,42003_2023_4910_MOESM6_ESM.xls,TableS7-CD68-DGE-GeneID,438,57,3.58,3.91e-17,7.49e-14
339,PMC9152104,Cellular and immunometabolic mechanisms of inflammation in depression: Preliminary findings from single cell RNA sequencing and a tribute to Bruce McEwen,mmc2.xlsx,Table_S1B_Markers_per_cluster-Gene,1854,138,2.05,4.45e-17,8.51e-14
340,PMC9733061,New roles for AP-1/JUNB in cell cycle control and tumorigenic cell invasion via regulation of cyclin E1 and TGF-β2,13059_2022_2800_MOESM5_ESM.xlsx,Table_S4-Table_S4_Genes_assigned_to_JUNB_binding_sites_Each_peak_was_assigned_to_the_nearest_TSS,1522,121,2.19,4.76e-17,9.07e-14
341,PMC10350077,Proteomics and phosphoproteomics profiling in glutamatergic neurons and microglia in an iPSC model of Jansen de Vries Syndrome,media-8.xlsx,PPM1D_tr_LPS_vs_Cont_LPS-Gene_Symbol,1373,113,2.27,5.44e-17,1.03e-13
342,PMC10350077,Proteomics and phosphoproteomics profiling in glutamatergic neurons and microglia in an iPSC model of Jansen de Vries Syndrome,media-6.xlsx,PPM1D_tr_untreated_vs_Control-Gene_Symbol,1373,113,2.27,5.44e-17,1.03e-13
343,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,sc2marker_mDC-gene,825,82,2.74,5.66e-17,1.06e-13
344,PMC3718780,Gene Expression Profiling of Immune-Competent Human Cells Exposed to Engineered Zinc Oxide or Titanium Dioxide Nanoparticles,pone.0068415.s017.xlsx,HMDM-Unnamed_16,2482,168,1.86,5.67e-17,1.06e-13
345,PMC3718780,Gene Expression Profiling of Immune-Competent Human Cells Exposed to Engineered Zinc Oxide or Titanium Dioxide Nanoparticles,pone.0068415.s017.xlsx,HMDM-Table_S4_The_differentially_expressed_genes_in_HMDM_cells_after_10µg_ml_ZnO-1_exposure,2482,168,1.86,5.67e-17,1.06e-13
346,PMC8925074,Integration of genetic colocalizations with physiological and pharmacological perturbations identifies cardiometabolic disease genes,13073_2022_1036_MOESM10_ESM.xlsx,Muscle_INSU-Gene,1901,140,2.03,6.04e-17,1.13e-13
347,PMC9520965,Single-cell analysis of immune cell transcriptome during HIV-1 infection and therapy,12865_2022_523_MOESM5_ESM.xlsx,Positive_markers_In_All_Cluster-gene,2272,158,1.91,6.13e-17,1.14e-13
348,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s7.xlsx,Supplementary_table_6_9-Unnamed_2,335,49,4.03,6.19e-17,1.15e-13
349,PMC8828877,Single-cell analysis of human glioma and immune cells identifies S100A4 as an immunotherapy target,41467_2022_28372_MOESM12_ESM.xlsx,Sheet1-Supplementary_table_9_Differentially_expressed_genes_in_Myeloid_clusters,877,85,2.67,6.49e-17,1.21e-13
350,PMC10017446,Hepatocellular carcinoma subtypes based on metabolic pathways reveals potential therapeutic targets,DataSheet_2.xlsx,Supplementary_Table_3-Unnamed_1,1964,143,2.00,6.66e-17,1.23e-13
351,PMC10151360,Transcriptomic analysis of B cells suggests that CD70 and LY9 may be novel features in patients with systemic lupus erythematosus,mmc8.xlsx,DEGs_of_SLE_PBMC_res0_4-gene,1705,130,2.10,7.05e-17,1.30e-13
352,PMC8814034,Myeloid cell interferon responses correlate with clearance of SARS-CoV-2,41467_2022_28315_MOESM5_ESM.xlsx,Supplementary_data_2-gene,2382,163,1.88,7.32e-17,1.35e-13
353,PMC9681209,Global hypo-methylation in a proportion of glioblastoma enriched for an astrocytic signature is associated with increased invasion and altered immune landscape,elife-77335-supp2.xlsx,SEPP1_hi_mo-TAM-gene,896,86,2.64,7.51e-17,1.38e-13
354,PMC8043951,Distinct amyloid-β and tau-associated microglia profiles in Alzheimer’s disease,401_2021_2263_MOESM2_ESM.xlsx,Table_S3-Unnamed_32,2299,159,1.90,7.79e-17,1.43e-13
355,PMC8771561,Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis,thnov12p1074s7.xlsx,Supplementary_table_6_9-Unnamed_3,338,49,3.99,8.96e-17,1.63e-13
356,PMC8828877,Single-cell analysis of human glioma and immune cells identifies S100A4 as an immunotherapy target,41467_2022_28372_MOESM12_ESM.xlsx,Sheet1-Unnamed_7,865,84,2.67,9.03e-17,1.64e-13
357,PMC8574957,Integrative genomic analysis reveals a conserved role for prolactin signalling in the regulation of adrenal function,CTM2-11-e630-s001.xlsx,Table_S9-Unnamed_2,489,60,3.38,9.26e-17,1.68e-13
358,PMC8742585,Interaction sites of the Epstein–Barr virus Zta transcription factor with the host genome in epithelial cells,acmi-3-0282-s001.xlsx,Supp_table_4_conserved_genes-Supp_Table_4_Genes_associated_with_Zta-binding_site_20Kb_in_both_B_and_epithelial_cells,2452,166,1.86,9.28e-17,1.68e-13
359,PMC9377018,Alveolar macrophages in early stage COPD show functional deviations with properties of impaired immune activation,Table_5.xlsx,C1Q_MФ-Genes,2200,154,1.93,9.87e-17,1.78e-13
360,PMC10241821,Pathogen-specific innate immune response patterns are distinctly affected by genetic diversity,41467_2023_38994_MOESM5_ESM.xlsx,Sa_3h-hgnc_symbol,2306,159,1.90,1.03e-16,1.85e-13
361,PMC7114558,Simian varicella virus causes robust transcriptional changes in T cells that support viral replication,mmc2.xlsx,Sheet1-Unnamed_6,1110,98,2.43,1.04e-16,1.87e-13
362,PMC8085501,A Partial Picture of the Single-Cell Transcriptomics of Human IgA Nephropathy,Table_10.xlsx,DC-gene_id,2288,158,1.90,1.16e-16,2.08e-13
363,PMC10061014,Exploration of genotype-by-environment interactions affecting gene expression responses in porcine immune cells,Table5.XLSX,C_vs_D-Table_S5b_Results_of_gene-wise_analysis_of_cd-ASE_depending_on_DEX,2267,157,1.91,1.17e-16,2.08e-13
364,PMC10121712,Single-nucleus RNA-sequencing of autosomal dominant Alzheimer disease and risk variant carriers,41467_2023_37437_MOESM11_ESM.xlsx,Microglia_0_1-Unnamed_0,2018,145,1.98,1.18e-16,2.09e-13
365,PMC8494216,A single-cell tumor immune atlas for precision oncology,supp_gr.273300.120_Supplemental_Table_S5.xlsx,3-Unnamed_6,506,61,3.32,1.18e-16,2.09e-13
366,PMC9106650,Proteogenomic characterization of 2002 human cancers reveals pan-cancer molecular subtypes and associated pathways,41467_2022_30342_MOESM9_ESM.xlsx,phospho-protein_correlates-Unnamed_0,2437,165,1.86,1.19e-16,2.10e-13
367,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,MAST_mDC-Unnamed_0,836,82,2.70,1.23e-16,2.15e-13
368,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,LR_mDC-Unnamed_0,836,82,2.70,1.23e-16,2.15e-13
369,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,ROC_mDC-Unnamed_0,836,82,2.70,1.23e-16,2.15e-13
370,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,T_mDC-Unnamed_0,836,82,2.70,1.23e-16,2.15e-13
371,PMC9281170,Detection of cell markers from single cell RNA-seq with sc2marker,12859_2022_4817_MOESM3_ESM.xlsx,Wilcox_mDC-Unnamed_0,836,82,2.70,1.23e-16,2.15e-13
372,PMC10319889,Prediction of hub genes and key pathways associated with the radiation response of human hematopoietic stem/progenitor cells using integrated bioinformatics methods,41598_2023_37981_MOESM2_ESM.xlsx,Supplementary_Table_1-Unnamed_12,770,78,2.79,1.23e-16,2.15e-13
373,PMC9925748,Single-cell RNA sequencing reveals the effects of chemotherapy on human pancreatic adenocarcinoma and its tumor microenvironment,41467_2023_36296_MOESM6_ESM.xlsx,Supplementary_Figure_5C-gene,771,78,2.78,1.33e-16,2.30e-13
374,PMC10585304,Single cell RNA-sequencing analysis reveals that N-acetylcysteine partially reverses hepatic immune dysfunction in biliary atresia,mmc2.xlsx,Sheet3-DEGs_of_the_BA_NAC_group_compared_with_the_Cont_group_of_mature_neutrophil,788,79,2.76,1.39e-16,2.40e-13
375,PMC8518180,A global screening identifies chromatin-enriched RNA-binding proteins and the transcriptional regulatory activity of QKI5 during monocytic differentiation,13059_2021_2508_MOESM6_ESM.xlsx,co-activated_DEGs-Unnamed_0,1133,99,2.41,1.41e-16,2.43e-13
376,PMC10241821,Pathogen-specific innate immune response patterns are distinctly affected by genetic diversity,41467_2023_38994_MOESM5_ESM.xlsx,Sa_3h-ensembl_id,2314,159,1.89,1.41e-16,2.44e-13
377,PMC9722937,Single-cell sequencing shows cellular heterogeneity of cutaneous lesions in lupus erythematosus,41467_2022_35209_MOESM15_ESM.xlsx,epidermis-Unnamed_7,2105,149,1.95,1.43e-16,2.45e-13
378,PMC6363229,Comparative transcriptome analysis of mammary epithelial cells at different stages of lactation reveals wide differences in gene expression and pathways regulating milk synthesis between Jersey and Kashmiri cattle,pone.0211773.s004.xlsx,D250_vs_D250_K_vs_J_S4i-Table_S4h_Differentially_expressed_genes_between_Kashmiri_and_Jersey_cattle_at_late_lactation_D250_vs_D250,1298,108,2.29,1.45e-16,2.47e-13
379,PMC10242439,Emergence of division of labor in tissues through cell interactions and spatial cues,mmc5.xls,Table_S6-Feature_Name,1298,108,2.29,1.45e-16,2.47e-13
