#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DPM2	PIGQ	9606.ENSP00000322181	9606.ENSP00000026218	0	0	0	0	0.149	0.292	0.900	0.995	0.999
DPM2	PIGM	9606.ENSP00000322181	9606.ENSP00000357069	0	0	0	0	0	0	0.800	0.641	0.925
DUSP1	MAPK14	9606.ENSP00000239223	9606.ENSP00000229795	0	0	0	0	0.060	0.831	0.900	0.902	0.998
DUSP1	FOS	9606.ENSP00000239223	9606.ENSP00000306245	0	0	0	0	0.801	0.130	0	0.795	0.961
DUSP16	MAPK14	9606.ENSP00000298573	9606.ENSP00000229795	0	0	0	0	0.060	0.798	0.650	0.338	0.950
DUSP4	MAPK14	9606.ENSP00000240100	9606.ENSP00000229795	0	0	0	0	0.060	0.658	0.650	0.381	0.921
DYNLL2	STRN4	9606.ENSP00000477310	9606.ENSP00000375777	0	0	0	0	0.067	0.994	0	0.053	0.994
EBP	TM7SF2	9606.ENSP00000417052	9606.ENSP00000279263	0	0	0	0	0.255	0	0.900	0.896	0.991
ECH1	PEX5	9606.ENSP00000221418	9606.ENSP00000391601	0	0	0	0	0.042	0.637	0.500	0.500	0.901
EEF1G	RPL18A	9606.ENSP00000331901	9606.ENSP00000222247	0	0	0	0	0.980	0.067	0	0.247	0.985
EEF1G	RPL10A	9606.ENSP00000331901	9606.ENSP00000363018	0.047	0	0	0	0.881	0	0	0.253	0.908
EEF1G	RPL23	9606.ENSP00000331901	9606.ENSP00000420311	0	0	0	0	0.969	0.096	0	0.273	0.978
EEF1G	RPSA	9606.ENSP00000331901	9606.ENSP00000389351	0	0	0	0	0.968	0.099	0	0.488	0.984
EEF1G	RPL11	9606.ENSP00000331901	9606.ENSP00000496250	0	0	0	0	0.979	0.173	0	0.334	0.987
EEFSEC	RPL18A	9606.ENSP00000254730	9606.ENSP00000222247	0	0	0	0	0.133	0.800	0.500	0.052	0.906
EEFSEC	RPL10A	9606.ENSP00000254730	9606.ENSP00000363018	0	0	0	0	0.127	0.800	0.500	0.089	0.909
EEFSEC	RPL26	9606.ENSP00000254730	9606.ENSP00000463784	0	0	0	0	0.145	0.856	0.500	0.072	0.935
EEFSEC	RPL23	9606.ENSP00000254730	9606.ENSP00000420311	0	0	0	0	0.154	0.875	0.500	0	0.942
EEFSEC	RPSA	9606.ENSP00000254730	9606.ENSP00000389351	0	0	0	0	0.171	0.885	0.500	0.128	0.952
EEFSEC	RPL11	9606.ENSP00000254730	9606.ENSP00000496250	0	0	0	0	0.248	0.881	0.500	0.078	0.953
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.825	0.066	0.500	0.951	0.995
EIF1	EIF3G	9606.ENSP00000419449	9606.ENSP00000253108	0	0	0	0	0.192	0.970	0.650	0.786	0.998
EIF1	EIF1AX	9606.ENSP00000419449	9606.ENSP00000368927	0	0	0	0	0.249	0.947	0.900	0.897	0.999
EIF1	RPSA	9606.ENSP00000419449	9606.ENSP00000389351	0	0	0	0	0.106	0.951	0	0.158	0.960
EIF1AX	MRPS10	9606.ENSP00000368927	9606.ENSP00000053468	0.111	0	0	0	0.697	0.749	0	0.264	0.943
EIF1AX	EIF3G	9606.ENSP00000368927	9606.ENSP00000253108	0	0	0	0	0.229	0.891	0.650	0.316	0.977
EIF1AX	IMP3	9606.ENSP00000368927	9606.ENSP00000326981	0.111	0	0	0	0.614	0.749	0	0.281	0.929
EIF1AX	IPO13	9606.ENSP00000368927	9606.ENSP00000361418	0	0	0	0	0	0.975	0	0.283	0.981
EIF1AX	RPL23	9606.ENSP00000368927	9606.ENSP00000420311	0.120	0	0	0	0.846	0	0.500	0.286	0.945
EIF1AX	RPL11	9606.ENSP00000368927	9606.ENSP00000496250	0.120	0	0	0	0.841	0	0.500	0.316	0.945
EIF1AX	RPSA	9606.ENSP00000368927	9606.ENSP00000389351	0.057	0	0	0	0.504	0.949	0	0.225	0.979
EIF3G	RPSA	9606.ENSP00000253108	9606.ENSP00000389351	0	0	0	0	0.598	0.889	0	0.369	0.969
ELK4	MAPK14	9606.ENSP00000350681	9606.ENSP00000229795	0	0	0	0	0.049	0.069	0.900	0.107	0.910
ELMO1	RAC2	9606.ENSP00000312185	9606.ENSP00000249071	0	0	0	0	0.068	0.094	0.900	0.739	0.975
ELMO1	ELMO2	9606.ENSP00000312185	9606.ENSP00000290246	0	0	0.051	0.979	0.049	0.804	0.900	0.057	0.980
ELMO1	SRC	9606.ENSP00000312185	9606.ENSP00000362680	0	0	0	0	0.042	0	0.900	0.311	0.928
ELMO2	RAC2	9606.ENSP00000290246	9606.ENSP00000249071	0	0	0	0	0.054	0.600	0.900	0.278	0.969
ENO2	PKM	9606.ENSP00000437402	9606.ENSP00000320171	0.069	0	0	0	0.510	0	0.927	0.713	0.989
ENO2	GPI	9606.ENSP00000437402	9606.ENSP00000405573	0.111	0	0	0	0.702	0.069	0.823	0.535	0.976
ENTPD6	PKM	9606.ENSP00000365840	9606.ENSP00000320171	0	0	0	0	0.059	0	0.900	0	0.901
ERAL1	MRPS10	9606.ENSP00000254928	9606.ENSP00000053468	0.056	0	0	0	0.085	0.881	0.800	0.447	0.986
ERAL1	MRPS35	9606.ENSP00000254928	9606.ENSP00000081029	0	0	0	0	0.107	0.879	0.800	0	0.976
ERAL1	MRPS18C	9606.ENSP00000254928	9606.ENSP00000295491	0	0	0	0	0	0.924	0.500	0.242	0.968
ERAL1	MRPS21	9606.ENSP00000254928	9606.ENSP00000461930	0	0	0	0	0.043	0.800	0.800	0.503	0.978
ERAL1	MRPS14	9606.ENSP00000254928	9606.ENSP00000420714	0.042	0	0	0	0.049	0.800	0.800	0.522	0.979
ERG28	TM7SF2	9606.ENSP00000256319	9606.ENSP00000279263	0	0	0	0	0.140	0.782	0	0.581	0.914
ERG28	FDFT1	9606.ENSP00000256319	9606.ENSP00000491537	0	0	0	0	0.126	0.954	0	0.635	0.984
ESCO2	SMC3	9606.ENSP00000306999	9606.ENSP00000354720	0	0	0	0	0.145	0.878	0.400	0.973	0.998
ESD	GLO1	9606.ENSP00000367992	9606.ENSP00000362463	0.096	0	0	0	0.156	0	0.673	0.662	0.904
EZH1	PHF19	9606.ENSP00000404658	9606.ENSP00000483946	0	0	0	0	0.067	0.827	0.360	0.758	0.971
F11R	JAM3	9606.ENSP00000357005	9606.ENSP00000299106	0	0	0	0.818	0	0.094	0.900	0.697	0.970
F11R	TJP3	9606.ENSP00000357005	9606.ENSP00000465419	0	0	0	0	0.129	0	0	0.914	0.922
FBXO7	RBX1	9606.ENSP00000266087	9606.ENSP00000216225	0	0	0	0	0.062	0.839	0.400	0.665	0.965
FBXO7	PSMF1	9606.ENSP00000266087	9606.ENSP00000338039	0	0	0	0	0.347	0.884	0	0.714	0.976
FBXW11	RBX1	9606.ENSP00000265094	9606.ENSP00000216225	0	0	0	0	0	0.713	0.900	0.850	0.995
FBXW11	PER1	9606.ENSP00000265094	9606.ENSP00000314420	0	0	0	0	0.049	0.397	0.900	0.057	0.938
FBXW11	NFKBIB	9606.ENSP00000265094	9606.ENSP00000312988	0	0	0	0	0	0.623	0.900	0.092	0.962
FEM1A	RBX1	9606.ENSP00000269856	9606.ENSP00000216225	0	0	0	0	0	0.090	0.900	0.166	0.917
FERMT2	PXN	9606.ENSP00000342858	9606.ENSP00000267257	0	0	0	0	0.049	0.905	0	0.795	0.980
FHOD1	SYNE2	9606.ENSP00000258201	9606.ENSP00000350719	0	0	0	0	0.042	0.926	0	0.927	0.994
FKBP4	HSP90AA1	9606.ENSP00000001008	9606.ENSP00000335153	0	0	0	0	0.332	0.869	0.500	0.998	0.999
FOS	MAPK14	9606.ENSP00000306245	9606.ENSP00000229795	0	0	0	0	0.067	0.256	0.900	0.814	0.985
FOS	YY1	9606.ENSP00000306245	9606.ENSP00000262238	0	0	0	0	0.042	0.091	0.500	0.865	0.933
FOS	RPS6KB2	9606.ENSP00000306245	9606.ENSP00000308413	0	0	0	0	0.055	0.071	0.900	0.327	0.933
FOS	NFATC1	9606.ENSP00000306245	9606.ENSP00000389377	0	0	0	0	0.047	0.233	0	0.927	0.942
FOS	SMAD3	9606.ENSP00000306245	9606.ENSP00000332973	0	0	0	0	0	0.510	0	0.954	0.976
FOS	SRC	9606.ENSP00000306245	9606.ENSP00000362680	0	0	0	0	0.102	0.096	0.900	0.848	0.986
FOS	MAF	9606.ENSP00000306245	9606.ENSP00000327048	0	0	0	0	0.044	0.753	0	0.995	0.998
FYB1	LCP2	9606.ENSP00000493623	9606.ENSP00000046794	0	0	0	0	0.572	0.831	0.900	0.998	0.999
FYB1	SKAP1	9606.ENSP00000493623	9606.ENSP00000338171	0	0	0	0	0.174	0.803	0	0.993	0.998
FYB1	VAV1	9606.ENSP00000493623	9606.ENSP00000472929	0	0	0	0	0.233	0.071	0	0.940	0.953
GABARAPL2	RB1CC1	9606.ENSP00000037243	9606.ENSP00000025008	0	0	0	0	0.057	0.375	0	0.928	0.953
GALNT17	GCNT1	9606.ENSP00000329654	9606.ENSP00000415454	0	0	0	0	0	0	0.900	0.249	0.921
GCC2	RANBP2	9606.ENSP00000307939	9606.ENSP00000283195	0	0	0	0	0.131	0.071	0.500	0.882	0.946
GCNT1	ST3GAL1	9606.ENSP00000415454	9606.ENSP00000428540	0	0	0	0	0	0	0.900	0.727	0.971
GID4	WDR26	9606.ENSP00000268719	9606.ENSP00000498603	0	0	0	0	0.125	0.720	0	0.897	0.972
GNA12	RASA2	9606.ENSP00000275364	9606.ENSP00000286364	0	0	0	0	0.086	0.048	0.900	0.168	0.917
GNA12	RHOA	9606.ENSP00000275364	9606.ENSP00000400175	0	0	0	0	0	0.115	0.900	0.881	0.988
GNA12	GNA13	9606.ENSP00000275364	9606.ENSP00000400717	0	0	0.058	0.964	0.074	0.472	0.900	0.860	0.992
GNA13	SRC	9606.ENSP00000400717	9606.ENSP00000362680	0	0	0	0	0.049	0.088	0.900	0.576	0.958
GNA13	GNB1	9606.ENSP00000400717	9606.ENSP00000367872	0	0	0	0	0.211	0.939	0.540	0.646	0.991
GNA13	RHOA	9606.ENSP00000400717	9606.ENSP00000400175	0	0	0	0	0.084	0.247	0.900	0.893	0.991
GNA13	PIK3R6	9606.ENSP00000400717	9606.ENSP00000480157	0	0	0	0	0	0	0.900	0	0.900
GNB1	GNG3	9606.ENSP00000367872	9606.ENSP00000294117	0	0	0	0	0.057	0.995	0.540	0.736	0.999
GNB1	GNG8	9606.ENSP00000367872	9606.ENSP00000300873	0	0	0	0	0.055	0.995	0.540	0.264	0.998
GNB1	PNOC	9606.ENSP00000367872	9606.ENSP00000301908	0	0	0	0	0	0.941	0	0	0.941
GNB1	S1PR1	9606.ENSP00000367872	9606.ENSP00000305416	0	0	0	0	0	0.920	0	0	0.920
GNB1	HTR4	9606.ENSP00000367872	9606.ENSP00000353915	0	0	0	0	0	0.926	0	0	0.926
GOSR1	VAMP3	9606.ENSP00000225724	9606.ENSP00000054666	0	0	0	0	0.053	0.512	0.540	0.669	0.920
GOSR1	SEC22B	9606.ENSP00000225724	9606.ENSP00000463393	0	0	0	0	0.049	0.937	0.540	0.961	0.998
GPI	PMM1	9606.ENSP00000405573	9606.ENSP00000216259	0.120	0	0	0	0.190	0	0.792	0.489	0.914
GPI	PKM	9606.ENSP00000405573	9606.ENSP00000320171	0.111	0	0	0	0.758	0	0.823	0.685	0.986
GRB10	NEDD4	9606.ENSP00000493728	9606.ENSP00000424827	0	0	0	0	0.101	0.906	0	0.746	0.976
GRB2	LCP2	9606.ENSP00000376345	9606.ENSP00000046794	0	0	0	0	0.113	0.880	0.900	0.997	0.999
GRB2	PXN	9606.ENSP00000376345	9606.ENSP00000267257	0	0	0	0	0.055	0.292	0.500	0.905	0.964
GRB2	RAPGEF1	9606.ENSP00000376345	9606.ENSP00000361264	0	0	0	0	0.070	0.744	0.500	0.878	0.983
GRB2	SRC	9606.ENSP00000376345	9606.ENSP00000362680	0	0	0	0.737	0.083	0.558	0.900	0.986	0.999
GRB2	VAV1	9606.ENSP00000376345	9606.ENSP00000472929	0	0	0	0.739	0.068	0.896	0.900	0.985	0.999
GRPEL2	HSPA9	9606.ENSP00000329558	9606.ENSP00000297185	0.057	0	0	0	0.396	0.772	0.540	0.604	0.972
GSN	PIP4K2A	9606.ENSP00000362924	9606.ENSP00000365757	0	0	0	0	0.042	0	0.900	0.138	0.910
GTF2B	POLR2C	9606.ENSP00000359531	9606.ENSP00000219252	0	0	0	0	0.079	0.983	0.500	0.710	0.997
GTF2B	MED9	9606.ENSP00000359531	9606.ENSP00000268711	0	0	0	0	0	0.858	0	0.378	0.908
GTF2B	MED21	9606.ENSP00000359531	9606.ENSP00000282892	0	0	0	0	0.067	0.977	0	0.340	0.985
GTF2B	MED25	9606.ENSP00000359531	9606.ENSP00000326767	0	0	0	0	0.074	0.812	0	0.543	0.913
GTF2B	TAF5	9606.ENSP00000359531	9606.ENSP00000358854	0	0	0	0	0.048	0.800	0.900	0.569	0.990
GTF2B	POLR2E	9606.ENSP00000359531	9606.ENSP00000478303	0	0	0	0	0.054	0.994	0.500	0.900	0.999
GTF2B	POLR2B	9606.ENSP00000359531	9606.ENSP00000370625	0	0	0	0	0.084	0.994	0.500	0.830	0.999
GTF2I	USF1	9606.ENSP00000460070	9606.ENSP00000357000	0	0	0	0	0	0.735	0	0.849	0.958
GUK1	PDE3B	9606.ENSP00000355689	9606.ENSP00000282096	0	0	0	0	0	0.046	0.900	0	0.900
GUK1	PKM	9606.ENSP00000355689	9606.ENSP00000320171	0.043	0	0	0	0.080	0	0.900	0.207	0.920
HAP1	KLC2	9606.ENSP00000334002	9606.ENSP00000399403	0	0	0	0	0.044	0.100	0	0.909	0.914
HDAC4	YY1	9606.ENSP00000264606	9606.ENSP00000262238	0	0	0	0	0.056	0.644	0	0.855	0.947
HDAC4	RANBP2	9606.ENSP00000264606	9606.ENSP00000283195	0	0	0	0	0.086	0.613	0.400	0.617	0.907
HDAC4	SMAD3	9606.ENSP00000264606	9606.ENSP00000332973	0	0	0	0	0.075	0.313	0	0.919	0.944
HDAC4	HIF1A	9606.ENSP00000264606	9606.ENSP00000437955	0	0	0	0	0.050	0.788	0	0.796	0.955
HDAC4	HSP90AA1	9606.ENSP00000264606	9606.ENSP00000335153	0	0	0	0	0.046	0.175	0	0.971	0.975
HDAC4	NCOR2	9606.ENSP00000264606	9606.ENSP00000384018	0	0	0	0	0.077	0.978	0.500	0.931	0.999
HIF1A	RBX1	9606.ENSP00000437955	9606.ENSP00000216225	0	0	0	0	0.044	0.292	0.900	0.720	0.978
HIF1A	PKM	9606.ENSP00000437955	9606.ENSP00000320171	0	0	0	0	0.060	0.301	0	0.995	0.996
HIF1A	SMAD3	9606.ENSP00000437955	9606.ENSP00000332973	0	0	0	0	0.044	0.784	0	0.888	0.975
HIF1A	HSP90AA1	9606.ENSP00000437955	9606.ENSP00000335153	0	0	0	0	0.131	0.923	0	0.994	0.999
HIF1A	NOTCH1	9606.ENSP00000437955	9606.ENSP00000498587	0	0	0	0	0.042	0.292	0.900	0.917	0.993
HLA-E	HLA-F	9606.ENSP00000365817	9606.ENSP00000259951	0	0	0.055	0.971	0.785	0.716	0.900	0.583	0.997
HLCS	PC	9606.ENSP00000382071	9606.ENSP00000498994	0.231	0	0	0	0.110	0	0.750	0.964	0.993
HNRNPA3	HNRNPL	9606.ENSP00000376309	9606.ENSP00000221419	0	0	0	0	0.540	0.685	0.400	0.702	0.970
HNRNPA3	PCBP1	9606.ENSP00000376309	9606.ENSP00000305556	0	0	0	0	0.469	0.224	0.400	0.690	0.913
HNRNPL	SRSF7	9606.ENSP00000221419	9606.ENSP00000325905	0	0.060	0	0	0.672	0	0.400	0.649	0.926
HNRNPL	SETD2	9606.ENSP00000221419	9606.ENSP00000386759	0	0	0	0	0.067	0.918	0	0.225	0.935
HNRNPL	PCBP1	9606.ENSP00000221419	9606.ENSP00000305556	0	0	0	0	0.665	0.170	0.400	0.675	0.938
HNRNPLL	SETD2	9606.ENSP00000390625	9606.ENSP00000386759	0	0	0	0	0.049	0.915	0	0.196	0.930
HSD17B10	PRORP	9606.ENSP00000168216	9606.ENSP00000440915	0	0	0	0	0.049	0.936	0.900	0.993	0.999
HSP90AA1	HSPA9	9606.ENSP00000335153	9606.ENSP00000297185	0	0	0	0	0.457	0.587	0	0.829	0.958
HSP90AA1	TGFBR1	9606.ENSP00000335153	9606.ENSP00000447297	0	0	0	0	0	0.662	0	0.729	0.904
HSP90AA1	HSPH1	9606.ENSP00000335153	9606.ENSP00000487365	0	0	0	0	0.630	0.341	0	0.769	0.938
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0.042	0.799	0.800	0.994	0.999
HSP90AA1	SUGT1	9606.ENSP00000335153	9606.ENSP00000367208	0	0	0	0	0.098	0.920	0.900	0.931	0.999
HSPA9	ITPR3	9606.ENSP00000297185	9606.ENSP00000363435	0	0	0	0	0.054	0.301	0	0.995	0.996
HSPBP1	MRPL36	9606.ENSP00000255631	9606.ENSP00000423399	0.106	0	0	0	0.683	0.624	0	0.236	0.907
HSPBP1	RPL23	9606.ENSP00000255631	9606.ENSP00000420311	0.106	0	0	0	0.683	0.622	0	0.251	0.909
HSPBP1	RPL11	9606.ENSP00000255631	9606.ENSP00000496250	0.106	0	0	0	0.683	0.621	0	0.290	0.913
HSPBP1	HSPH1	9606.ENSP00000255631	9606.ENSP00000487365	0	0	0	0	0.106	0.254	0.900	0.521	0.963
HTATSF1	SNRPG	9606.ENSP00000442699	9606.ENSP00000393388	0	0	0	0	0.059	0.867	0.540	0	0.937
ICE1	SUPT5H	9606.ENSP00000296564	9606.ENSP00000470252	0	0	0	0	0.049	0.300	0.900	0.156	0.936
ICE1	ZC3H8	9606.ENSP00000296564	9606.ENSP00000386488	0	0	0	0	0.082	0	0.900	0.878	0.987
IFNAR1	IFNAR2	9606.ENSP00000270139	9606.ENSP00000343957	0	0	0	0	0.226	0.919	0.900	0.999	0.999
IL17RA	IL17RE	9606.ENSP00000320936	9606.ENSP00000373325	0	0	0	0	0.044	0.301	0.800	0.996	0.999
IL23A	IL23R	9606.ENSP00000228534	9606.ENSP00000321345	0	0	0	0	0.093	0.958	0.900	0.905	0.999
IL2RG	STAT5A	9606.ENSP00000363318	9606.ENSP00000341208	0	0	0	0	0.150	0	0.900	0.751	0.977
IL2RG	RHOA	9606.ENSP00000363318	9606.ENSP00000400175	0	0	0	0	0.042	0	0.900	0.148	0.911
IMP3	MRPS10	9606.ENSP00000326981	9606.ENSP00000053468	0.111	0	0	0	0.705	0.748	0	0.281	0.946
IMP3	POLR2C	9606.ENSP00000326981	9606.ENSP00000219252	0.111	0	0	0	0.761	0.637	0	0.281	0.937
IMP3	RPL18A	9606.ENSP00000326981	9606.ENSP00000222247	0	0	0	0	0.837	0.841	0	0.146	0.975
IMP3	RPS27L	9606.ENSP00000326981	9606.ENSP00000331019	0	0	0	0	0.610	0.766	0.400	0.201	0.950
IMP3	RPL23	9606.ENSP00000326981	9606.ENSP00000420311	0.120	0	0	0	0.844	0.841	0	0.349	0.983
IMP3	MRPL20	9606.ENSP00000326981	9606.ENSP00000341082	0.054	0	0	0	0.852	0.843	0	0.349	0.983
IMP3	MRPL36	9606.ENSP00000326981	9606.ENSP00000423399	0.120	0	0	0	0.845	0.843	0	0.349	0.984
IMP3	RPL11	9606.ENSP00000326981	9606.ENSP00000496250	0.120	0	0	0	0.840	0.857	0	0.414	0.986
ING3	INO80B	9606.ENSP00000320566	9606.ENSP00000233331	0	0	0	0	0.057	0.046	0.900	0	0.902
ING3	YY1	9606.ENSP00000320566	9606.ENSP00000262238	0	0	0	0	0.065	0.071	0.900	0.118	0.913
ING3	NFRKB	9606.ENSP00000320566	9606.ENSP00000436926	0	0	0	0	0	0	0.900	0	0.900
ING3	INO80	9606.ENSP00000320566	9606.ENSP00000497609	0	0	0	0	0	0.137	0.900	0.115	0.916
INO80	INO80B	9606.ENSP00000497609	9606.ENSP00000233331	0	0	0	0	0.142	0.981	0.900	0.549	0.999
INO80	YY1	9606.ENSP00000497609	9606.ENSP00000262238	0	0	0	0	0.073	0.855	0.900	0.484	0.992
INO80	NFRKB	9606.ENSP00000497609	9606.ENSP00000436926	0	0	0	0	0.260	0.907	0.900	0.542	0.996
INO80B	YY1	9606.ENSP00000233331	9606.ENSP00000262238	0	0	0	0	0.071	0.543	0.900	0.230	0.962
INO80B	NFRKB	9606.ENSP00000233331	9606.ENSP00000436926	0	0	0	0	0.060	0.608	0.900	0.507	0.979
INPP4A	ITPK1	9606.ENSP00000074304	9606.ENSP00000267615	0	0	0	0	0.049	0	0.900	0.181	0.915
INPP4A	MTMR4	9606.ENSP00000074304	9606.ENSP00000325285	0	0	0	0	0.139	0	0.900	0.115	0.917
INPP4A	INPP5A	9606.ENSP00000074304	9606.ENSP00000357583	0	0	0	0	0.060	0	0.900	0.324	0.930
INPP5A	ITPK1	9606.ENSP00000357583	9606.ENSP00000267615	0	0	0	0	0.044	0	0.900	0.150	0.911
INPP5A	PLCG2	9606.ENSP00000357583	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.204	0.916
INPP5A	ITPKB	9606.ENSP00000357583	9606.ENSP00000411152	0	0	0	0	0	0	0.900	0.489	0.946
INPP5F	MTMR4	9606.ENSP00000497527	9606.ENSP00000325285	0	0	0	0	0	0	0.900	0.179	0.914
INPP5F	PLCG2	9606.ENSP00000497527	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.065	0.902
INTS4	SUPT5H	9606.ENSP00000434466	9606.ENSP00000470252	0	0	0	0	0.074	0.888	0.400	0.223	0.945
IPO13	RBM8A	9606.ENSP00000361418	9606.ENSP00000463058	0	0	0	0	0	0.925	0	0.649	0.972
IRF4	PRDM1	9606.ENSP00000370343	9606.ENSP00000358092	0	0	0	0	0.181	0.045	0	0.927	0.938
ITGB7	SRC	9606.ENSP00000267082	9606.ENSP00000362680	0	0	0	0	0.062	0.052	0.900	0.268	0.926
ITPK1	ITPKB	9606.ENSP00000267615	9606.ENSP00000411152	0	0	0	0	0.048	0	0.900	0.302	0.927
ITPR3	PLCG2	9606.ENSP00000363435	9606.ENSP00000482457	0	0	0	0	0.044	0	0.900	0.516	0.949
KCTD17	RBX1	9606.ENSP00000385096	9606.ENSP00000216225	0	0	0	0	0	0.292	0.900	0.739	0.979
KLF2	NFKB1	9606.ENSP00000248071	9606.ENSP00000226574	0	0	0	0	0.068	0.091	0.900	0.356	0.938
KMT2A	PPIE	9606.ENSP00000436786	9606.ENSP00000361918	0	0	0	0	0.047	0.966	0	0.614	0.986
KPNB1	RANBP2	9606.ENSP00000290158	9606.ENSP00000283195	0	0	0	0	0.094	0.967	0.500	0.603	0.993
KPNB1	RANGAP1	9606.ENSP00000290158	9606.ENSP00000401470	0	0	0	0	0.107	0.627	0	0.746	0.908
KPNB1	NUP98	9606.ENSP00000290158	9606.ENSP00000316032	0	0	0	0	0.134	0.902	0.500	0.604	0.981
KPNB1	SNUPN	9606.ENSP00000290158	9606.ENSP00000454852	0	0	0	0	0.049	0.952	0.900	0.663	0.998
LCP2	RANGAP1	9606.ENSP00000046794	9606.ENSP00000401470	0	0	0	0	0.042	0.071	0	0.915	0.917
LCP2	SRC	9606.ENSP00000046794	9606.ENSP00000362680	0	0	0	0	0.108	0.331	0	0.953	0.969
LCP2	SKAP1	9606.ENSP00000046794	9606.ENSP00000338171	0	0	0	0	0.128	0.074	0.800	0.930	0.987
LCP2	PLCG2	9606.ENSP00000046794	9606.ENSP00000482457	0	0	0	0	0.162	0.069	0.900	0.983	0.998
LCP2	VAV1	9606.ENSP00000046794	9606.ENSP00000472929	0	0	0	0	0.377	0.825	0.900	0.998	0.999
LDHD	PC	9606.ENSP00000300051	9606.ENSP00000498994	0	0	0	0	0.179	0	0.900	0.115	0.921
LDHD	PKM	9606.ENSP00000300051	9606.ENSP00000320171	0.042	0	0	0	0.041	0.071	0.927	0.266	0.946
LIG1	POLD1	9606.ENSP00000263274	9606.ENSP00000472445	0	0	0	0	0.765	0.098	0.500	0.778	0.973
LLGL2	SCRIB	9606.ENSP00000376333	9606.ENSP00000349486	0	0	0	0	0.072	0.068	0.900	0.585	0.959
LMNB1	SYNE2	9606.ENSP00000261366	9606.ENSP00000350719	0	0	0	0	0.049	0.070	0.800	0.816	0.963
LMNB1	LMNB2	9606.ENSP00000261366	9606.ENSP00000327054	0	0	0.047	0.959	0.219	0.829	0.900	0.964	0.999
LTA	TNFRSF1A	9606.ENSP00000403495	9606.ENSP00000162749	0	0	0	0	0	0.982	0.900	0.996	0.999
LTA	LTBR	9606.ENSP00000403495	9606.ENSP00000228918	0	0	0	0	0.056	0.852	0.900	0.995	0.999
LTA	TNFRSF1B	9606.ENSP00000403495	9606.ENSP00000365435	0	0	0	0	0.084	0.671	0.900	0.994	0.999
LTBR	TRAF3	9606.ENSP00000228918	9606.ENSP00000376500	0	0	0	0	0	0.876	0.900	0.945	0.999
LZTS3	SIPA1L1	9606.ENSP00000353496	9606.ENSP00000450832	0	0	0	0	0	0.472	0	0.911	0.950
MADD	RAB35	9606.ENSP00000310933	9606.ENSP00000229340	0	0	0	0	0.062	0	0	0.954	0.955
MAF	NFE2L3	9606.ENSP00000327048	9606.ENSP00000056233	0	0	0	0	0.055	0.184	0	0.887	0.905
MAF	NFE2L1	9606.ENSP00000327048	9606.ENSP00000354855	0	0	0	0	0.055	0.184	0	0.964	0.970
MALSU1	MRPL16	9606.ENSP00000419370	9606.ENSP00000300151	0	0	0	0	0.170	0.927	0	0.146	0.944
MALSU1	MRPL39	9606.ENSP00000419370	9606.ENSP00000305682	0.098	0	0	0	0.220	0.941	0	0.227	0.964
MALSU1	MRPL20	9606.ENSP00000419370	9606.ENSP00000341082	0.231	0	0	0	0.067	0.988	0	0.375	0.994
MALSU1	MRPL41	9606.ENSP00000419370	9606.ENSP00000360498	0	0	0	0	0.067	0.919	0	0.137	0.929
MALSU1	MRPL36	9606.ENSP00000419370	9606.ENSP00000423399	0	0	0	0	0.261	0.899	0	0.224	0.937
MALSU1	RPL23	9606.ENSP00000419370	9606.ENSP00000420311	0	0	0	0	0.063	0.966	0	0.353	0.977
MAML3	RBPJ	9606.ENSP00000421180	9606.ENSP00000345206	0	0	0	0	0.056	0.292	0.900	0.999	0.999
MAML3	NOTCH1	9606.ENSP00000421180	9606.ENSP00000498587	0	0	0	0	0.042	0.349	0.900	0.996	0.999
MAP3K2	SRC	9606.ENSP00000387246	9606.ENSP00000362680	0	0	0	0.578	0.054	0.070	0.900	0.149	0.915
MAPK14	MKNK1	9606.ENSP00000229795	9606.ENSP00000498083	0	0	0	0.585	0.132	0.829	0	0.484	0.916
MAPK14	MAPKAPK2	9606.ENSP00000229795	9606.ENSP00000356070	0	0	0.120	0.593	0.143	0.996	0.900	0.692	0.999
MAPKAPK2	ZFP36L2	9606.ENSP00000356070	9606.ENSP00000282388	0	0	0	0	0.043	0	0.900	0.289	0.926
MAPKAPK2	ZFP36L1	9606.ENSP00000356070	9606.ENSP00000337386	0	0	0	0	0.049	0.510	0.900	0.691	0.983
MAPRE3	SRCIN1	9606.ENSP00000233121	9606.ENSP00000484715	0	0	0	0	0.084	0.091	0	0.908	0.916
MAPRE3	TUBA1B	9606.ENSP00000233121	9606.ENSP00000336799	0	0	0	0	0.070	0.928	0	0.237	0.944
MCM3	MCM9	9606.ENSP00000480987	9606.ENSP00000314505	0	0	0	0.659	0.830	0.835	0.900	0.448	0.998
MCM3	POLD1	9606.ENSP00000480987	9606.ENSP00000472445	0	0	0	0	0.771	0.647	0.720	0.442	0.985
